,wellName,MD,CALI,GR,RHOB,NPHI,RACEHM_l10,RACELM_l10,RPCEHM_l10,RPCELM_l10,PHIF,SW,VSH
6360,15/9-F-1 C,3455.8,8.5244,51.4251,2.3406,0.2557,0.18026927766887454,0.13184313080469454,0.16037848146286182,0.14721241697045792,0.1768,0.6722,0.3932
6361,15/9-F-1 C,3455.9,8.5569,49.9305,2.3289,0.2612,0.14094777134266218,0.12401487888740764,0.10099052306996474,0.10636090880675036,0.1835,0.688,0.38
6362,15/9-F-1 C,3456.0,8.5569,46.8708,2.3228,0.266,0.10482840365365537,0.11491108408189152,0.04851948792265409,0.0751087964165001,0.187,0.7078,0.3529
6363,15/9-F-1 C,3456.1,8.557,44.2901,2.3221,0.27,0.07202920082792184,0.10571451057092161,-0.00877392430750515,0.02460879612655787,0.1874,0.742,0.33
6364,15/9-F-1 C,3456.2,8.6057,46.1813,2.3235,0.2717,0.022510850434030512,0.09964611712323065,-0.06560255921901188,-0.005858888873877561,0.1866,0.7882,0.3467
6365,15/9-F-1 C,3456.3,8.6057,49.4197,2.3236,0.2751,-0.01264661126420635,0.0875329757340937,-0.11520463605101904,-0.05384260507762768,0.1865,0.8312,0.3753
6366,15/9-F-1 C,3456.4,8.6056,52.7131,2.3209999999999997,0.278,-0.04436034697674804,0.08368174727430124,-0.16456310519814174,-0.09739886933346868,0.188,0.8708,0.4045
6367,15/9-F-1 C,3456.5,8.5569,53.548,2.3169999999999997,0.27399999999999997,-0.07196279359311698,0.08141932413493398,-0.20887099927271388,-0.12355121312165876,0.1903,0.9005,0.41200000000000003
6368,15/9-F-1 C,3456.6,8.5569,50.5661,2.3143,0.2673,-0.09859617317474817,0.07700432679335026,-0.253599355508439,-0.16014501539811504,0.1918,0.9278,0.3855
6369,15/9-F-1 C,3456.7,8.557,50.784,2.3142,0.2609,-0.11227020271196969,0.07390155831420696,-0.2817474999022494,-0.18455508375564977,0.1919,0.9529,0.3875
6370,15/9-F-1 C,3456.8,8.6056,49.9717,2.316,0.2531,-0.12303203256741516,0.06955710458269491,-0.30050915472779555,-0.19551981089400725,0.1909,0.9725,0.3804
6371,15/9-F-1 C,3456.9,8.5569,46.0774,2.3175,0.2532,-0.13394907599072503,0.06774020292624038,-0.3074174377250909,-0.19558794086228615,0.19,0.975,0.3458
6372,15/9-F-1 C,3457.0,8.5568,45.7986,2.3182,0.2514,-0.14357322752975551,0.06494442603861753,-0.2982593675627875,-0.1979107421182673,0.1884,0.9724,0.3433
6373,15/9-F-1 C,3457.1,8.5243,46.0989,2.3198,0.2499,-0.14837479684669086,0.06250677520868289,-0.2959353205914326,-0.19599694527038736,0.1873,0.9753,0.34600000000000003
6374,15/9-F-1 C,3457.2,8.5243,44.8104,2.3249,0.2447,-0.15070345916527353,0.06130165620604438,-0.28929043427566276,-0.1979107421182673,0.1862,0.9654,0.3346
6375,15/9-F-1 C,3457.3,8.5243,43.5023,2.3338,0.2391,-0.1475810070629986,0.06265718022556391,-0.292004253577071,-0.19361649817583243,0.1851,0.9707,0.3231
6376,15/9-F-1 C,3457.4,8.5243,41.6789,2.3454,0.2348,-0.14593698813357886,0.0634084249759453,-0.2940508050897043,-0.19253262431572207,0.1741,1.0,0.3069
6377,15/9-F-1 C,3457.5,8.5243,42.6217,2.3571,0.2329,-0.1427881576831076,0.06182930729469903,-0.28659346783230905,-0.19044028536473223,0.1674,1.0,0.3153
6378,15/9-F-1 C,3457.6,8.5243,41.8918,2.3663,0.2336,-0.13006458935314005,0.05842602445700545,-0.21509755011334517,-0.16634300310712766,0.1621,1.0,0.3088
6379,15/9-F-1 C,3457.7,8.5243,42.1088,2.3706,0.2367,-0.12015894401343746,0.05971484554642219,-0.16488040957545033,-0.1248808345374318,0.1597,0.9707,0.3107
6380,15/9-F-1 C,3457.8,8.5243,43.7965,2.3685,0.24,-0.11148353892505476,0.06254438134646483,-0.14098185611110575,-0.11176432672943282,0.1609,0.9469,0.3256
6381,15/9-F-1 C,3457.9,8.5243,43.036,2.3617,0.2408,-0.09810596802617927,0.06325827995045562,-0.13834612978608898,-0.1056285461437623,0.1647,0.9254,0.3189
6382,15/9-F-1 C,3458.0,8.5243,41.4565,2.3545,0.2377,-0.09237369515673362,0.06442054843359354,-0.1408617027054692,-0.10479852522110676,0.1689,0.9068,0.3049
6383,15/9-F-1 C,3458.1,8.5243,42.1425,2.3492,0.2334,-0.09242742120144903,0.06937205430851454,-0.14545106418704923,-0.09707290398273714,0.1719,0.8993,0.3109
6384,15/9-F-1 C,3458.2,8.5243,44.7879,2.346,0.2302,-0.08830984124613889,0.0736450455131521,-0.15347733158371318,-0.0959339480854972,0.2063,0.7886,0.3343
6385,15/9-F-1 C,3458.3,8.5243,48.4318,2.3447,0.2279,-0.0835986963961244,0.0783480495553571,-0.16247469055039873,-0.09264239186882715,0.2058,0.802,0.3667
6386,15/9-F-1 C,3458.4,8.5243,47.3582,2.3454,0.2256,-0.07945928349752027,0.0812752795293338,-0.1642460324806166,-0.08889568219596404,0.2016,0.8145,0.3572
6387,15/9-F-1 C,3458.5,8.5242,46.123000000000005,2.349,0.2235,-0.05719853368205958,0.0860749539955253,-0.15527437202677405,-0.07940713791519152,0.2016,0.8062,0.3462
6391,15/9-F-1 C,3458.9,8.5243,38.8705,2.3729,0.221,0.05407655729051035,0.10812509473859942,0.028652573633118506,0.07437753764480426,0.1925,0.6986,0.282
6392,15/9-F-1 C,3459.0,8.5406,38.6033,2.3739,0.2162,0.08714227938380774,0.10907208097887944,0.07294803179288564,0.08418291142047368,0.1917,0.6677,0.2797
6393,15/9-F-1 C,3459.1,8.5568,39.7214,2.3747,0.2114,0.11082531005496474,0.12057393120584989,0.08177922676753344,0.10513533761257185,0.1889,0.6711,0.2896
6394,15/9-F-1 C,3459.2,8.5243,39.3887,2.378,0.2068,0.138523737279158,0.12956100230908257,0.09117436070688177,0.11747016362011985,0.18600000000000003,0.6731,0.2866
6395,15/9-F-1 C,3459.3,8.5243,39.3057,2.3852,0.2004,0.15554857715352957,0.1368473499574541,0.10421388419932318,0.13174694510087884,0.1809,0.6793,0.2859
6396,15/9-F-1 C,3459.4,8.5243,38.8697,2.3944,0.196,0.17716119972604732,0.1449787380200308,0.13229171596680286,0.15146178712433125,0.17600000000000002,0.6754,0.282
6397,15/9-F-1 C,3459.5,8.5243,39.775,2.404,0.1925,0.18531545800365648,0.1530522750671088,0.14560035765224807,0.1735941387546328,0.1713,0.6826,0.2901
6398,15/9-F-1 C,3459.6,8.5243,38.595,2.414,0.188,0.21165440055318246,0.1634297433014721,0.18295646905535118,0.2049064289025684,0.1661,0.6736,0.2796
6399,15/9-F-1 C,3459.7,8.5243,37.5392,2.4243,0.1818,0.2626646246762555,0.18046996165919824,0.2463262075123699,0.24283946867281941,0.1601,0.6518,0.2703
6400,15/9-F-1 C,3459.8,8.5243,36.0493,2.4341,0.1758,0.29898399973338413,0.1958719894593277,0.28087417255721553,0.2745965422569967,0.1543,0.6473,0.2571
6401,15/9-F-1 C,3459.9,8.5243,35.7782,2.4425,0.1722,0.31592838261018685,0.20213398006081942,0.29081341556080326,0.28721929540080526,0.15,0.6552,0.2547
6402,15/9-F-1 C,3460.0,8.5243,35.5984,2.4499,0.1703,0.33004832521046273,0.20930049515970509,0.2968406273400239,0.2961384534087218,0.1467,0.6627,0.2531
6403,15/9-F-1 C,3460.1,8.5243,35.4418,2.4572,0.1682,0.34281731463573295,0.22039577823159584,0.3003128179343698,0.3074960379132129,0.1434,0.6723,0.2517
6404,15/9-F-1 C,3460.2,8.5352,34.8982,2.464,0.1618,0.3762666358701015,0.23258956275478643,0.309545003295436,0.32389120825688117,0.1385,0.684,0.2469
6405,15/9-F-1 C,3460.3,8.5243,34.1381,2.47,0.1577,0.39762720402187524,0.23867324328384434,0.3478761996098025,0.3394116871316769,0.1348,0.6727,0.2401
6406,15/9-F-1 C,3460.4,8.5243,34.8279,2.4754,0.1509,0.42240925660969847,0.24659704910636973,0.39151730684944847,0.36969813894988096,0.1302,0.6643,0.2463
6407,15/9-F-1 C,3460.5,8.5243,35.0395,2.4822,0.1446,0.44083039840128235,0.2579184503140584,0.4390167283875129,0.40461138301535227,0.1254,0.6547,0.2482
6408,15/9-F-1 C,3460.6,8.5243,34.047,2.4958,0.1397,0.4796184927627545,0.2694428910712359,0.5020445538773534,0.44698738213032396,0.1188,0.642,0.2394
6409,15/9-F-1 C,3460.7,8.5244,33.735,2.5154,0.1368,0.5034638181532142,0.2811697734097357,0.5474547105727253,0.49092718206025504,0.1109,0.6485,0.2366
6410,15/9-F-1 C,3460.8,8.5569,34.1776,2.5351,0.1339,0.5225355170466239,0.2845435229587499,0.5897374262361541,0.5130443806119251,0.0657,0.938,0.2405
6411,15/9-F-1 C,3460.9,8.5569,34.2936,2.5518,0.1348,0.5285310606354114,0.2861869169410378,0.6257136278112014,0.5203131877761042,0.0561,1.0,0.2415
6412,15/9-F-1 C,3461.0,8.5569,34.3417,2.5645,0.1355,0.5330090224954854,0.29119118856246023,0.6712839486250152,0.5506074306351303,0.0489,1.0,0.242
6413,15/9-F-1 C,3461.1,8.5569,32.7277,2.5733,0.1342,0.5303662098847334,0.292300384859081,0.7110222601311521,0.5636234536900319,0.0438,1.0,0.2277
6414,15/9-F-1 C,3461.2,8.5406,32.122,2.577,0.133,0.538070787043172,0.2971474718012692,0.7567805955068514,0.5814831582758551,0.0417,1.0,0.2224
6415,15/9-F-1 C,3461.3,8.5244,30.535,2.5776,0.1285,0.538083367813495,0.30087796598856964,0.7637947426237289,0.5955292886744591,0.0414,1.0,0.2083
6416,15/9-F-1 C,3461.4,8.5569,30.2296,2.5795,0.1223,0.5445888852864612,0.3034552603418825,0.7979665591993647,0.6037179987995699,0.0403,1.0,0.2056
6417,15/9-F-1 C,3461.5,8.5569,30.6092,2.5859,0.1193,0.548499974083596,0.30886308836530063,0.8055008581584001,0.6165490278929564,0.0366,1.0,0.2089
6418,15/9-F-1 C,3461.6,8.5569,30.0352,2.5952,0.1176,0.5689522871950988,0.31605425898860634,0.8378156259146804,0.6368889069837991,0.0313,1.0,0.2038
6419,15/9-F-1 C,3461.7,8.5569,30.5352,2.6039999999999996,0.11699999999999999,0.5760417334419925,0.31962648415563966,0.8756399370041684,0.6573044965678898,0.0263,1.0,0.2083
6420,15/9-F-1 C,3461.8,8.5569,30.9432,2.6091,0.1163,0.5767903881385105,0.32151558146053266,0.8964214891886034,0.6584311708034912,0.0234,1.0,0.2119
6421,15/9-F-1 C,3461.9,8.5569,29.2771,2.6086,0.1145,0.5682838801166225,0.32387060654050903,0.90207907668237,0.6625406301357097,0.0237,1.0,0.1972
6422,15/9-F-1 C,3462.0,8.5569,28.6038,2.6038,0.1113,0.5571100198445574,0.32424128799286983,0.8965647952351544,0.6584120989600916,0.0264,1.0,0.1912
6423,15/9-F-1 C,3462.1,8.5569,29.8739,2.6003,0.1078,0.5527290374107876,0.32678631019839516,0.8804419972823259,0.6539646392234012,0.0284,1.0,0.2024
6424,15/9-F-1 C,3462.2,8.5569,30.7817,2.6037,0.1058,0.5504974099362708,0.3302513899179092,0.8619344704236829,0.6469621658021062,0.0265,1.0,0.2105
6425,15/9-F-1 C,3462.3,8.5569,29.0883,2.6144,0.1062,0.5541498295508684,0.3333868116595314,0.8435193054547238,0.6517333966103818,0.0203,1.0,0.1955
6426,15/9-F-1 C,3462.4,8.5569,27.7177,2.6265,0.1086,0.5576034337877054,0.33545790068938425,0.8391636829146502,0.6480768953495186,0.02,1.0,0.1833
6427,15/9-F-1 C,3462.5,8.5569,27.9907,2.6323,0.1128,0.5601936670041978,0.3339709334448348,0.843693620902782,0.6569506145721947,0.02,1.0,0.1857
6428,15/9-F-1 C,3462.6,8.5569,28.4342,2.6288,0.1188,0.5689991543490754,0.3379980511229603,0.8439922847033625,0.6648299411430905,0.02,1.0,0.1897
6429,15/9-F-1 C,3462.7,8.5569,28.7304,2.6171,0.1261,0.5728599898933122,0.3453737305590883,0.8187931419281801,0.672384213061724,0.02,1.0,0.1923
6430,15/9-F-1 C,3462.8,8.5569,28.2826,2.6010000000000004,0.1341,0.5829492381002341,0.3570004904409224,0.7929377165788118,0.6621342660642857,0.0279,1.0,0.1884
6431,15/9-F-1 C,3462.9,8.5569,27.548000000000002,2.5821,0.1431,0.6090071278890695,0.3643070465816086,0.7226832713756247,0.6396458341545795,0.0387,1.0,0.1818
6432,15/9-F-1 C,3463.0,8.5569,28.8882,2.5607,0.1542,0.6028518564001409,0.3645134736915093,0.6840819838753727,0.6317379343183073,0.051,1.0,0.1937
6433,15/9-F-1 C,3463.1,8.5569,28.3137,2.5366,0.1684,0.5935629522589743,0.36666572068615594,0.6591648006627266,0.6351518673100027,0.0647,0.8721,0.1886
6434,15/9-F-1 C,3463.2,8.5406,27.7857,2.5089,0.1863,0.6008204849177149,0.36404417918289395,0.6692424768513674,0.6422369259221428,0.0806,0.7288,0.1839
6435,15/9-F-1 C,3463.3,8.5243,30.954,2.4774,0.2019,0.6301124647582815,0.36404417918289395,0.6999244027424767,0.664858128965774,0.0986,0.6113,0.2119
6436,15/9-F-1 C,3463.4,8.5243,33.5653,2.4431,0.2154,0.6543883411905725,0.3650384821957054,0.7069310376722018,0.6903024248395344,0.1182,0.531,0.2351
6437,15/9-F-1 C,3463.5,8.5243,33.6814,2.4084,0.2253,0.7562251975915577,0.3836717738211125,0.7064361248563351,0.7354951036877813,0.138,0.47100000000000003,0.2361
6438,15/9-F-1 C,3463.6,8.5406,36.0665,2.3776,0.2294,0.8310759340913721,0.3979573801038875,0.7423794429980906,0.8154781280733652,0.1556,0.4169,0.2572
6439,15/9-F-1 C,3463.7,8.5568,37.7214,2.3544,0.2335,0.992518171980248,0.40754385797706233,0.8783781558498547,1.0118367743061394,0.1689,0.3453,0.2718
6440,15/9-F-1 C,3463.8,8.5243,40.1018,2.3399,0.2395,1.1152076457013502,0.39338214059385723,1.016255924926273,1.0450607579256632,0.1851,0.2841,0.2929
6441,15/9-F-1 C,3463.9,8.5243,43.4911,2.3338,0.2429,1.0807022293540942,0.3894141817616842,1.1468719030857386,1.0484651103211713,0.1917,0.24600000000000002,0.3229
6442,15/9-F-1 C,3464.0,8.5244,44.8146,2.3337,0.2437,0.9145176862103749,0.3657125618924928,1.04641711698399,0.9343216675134308,0.1983,0.2642,0.3346
6443,15/9-F-1 C,3464.1,8.5568,46.0931,2.3369999999999997,0.2391,0.7329483374228969,0.3381774992965359,0.7577982482051172,0.7331250104764034,0.2005,0.3446,0.3459
6444,15/9-F-1 C,3464.2,8.5243,47.659,2.3403,0.2368,0.6424150533610492,0.32153629519348687,0.617629297757842,0.5907526938777792,0.2027,0.3887,0.3598
6445,15/9-F-1 C,3464.3,8.5243,47.8573,2.3407,0.2337,0.5986701566054986,0.3182512102011997,0.5724649865921877,0.5657061778128057,0.2049,0.4026,0.3616
6446,15/9-F-1 C,3464.4,8.5243,47.9928,2.3381,0.233,0.5607671824152471,0.3100557377508914,0.5337720583847181,0.5420781463356256,0.2049,0.4175,0.3628
6447,15/9-F-1 C,3464.5,8.5243,47.9953,2.3346,0.2348,0.5278746863286908,0.30215769594101616,0.5311083313295424,0.5284410287581305,0.2049,0.4184,0.3628
6448,15/9-F-1 C,3464.6,8.5243,47.4027,2.3315,0.2383,0.48022259858447525,0.2869502157875486,0.5118566343422369,0.4986413188336951,0.2049,0.4254,0.3575
6449,15/9-F-1 C,3464.7,8.5243,47.7818,2.3292,0.2435,0.41114812267430867,0.26259345802605066,0.435223046211029,0.41467257843572103,0.1961,0.4756,0.3609
6450,15/9-F-1 C,3464.8,8.5243,48.8694,2.3286,0.2474,0.32884830691119615,0.22644523274822745,0.2972789102331133,0.2899677916867337,0.1873,0.5619,0.3705
6451,15/9-F-1 C,3464.9,8.5243,48.3659,2.3314,0.2471,0.269956351932952,0.21173442287602715,0.20000186540660178,0.22008192493381487,0.1785,0.6382,0.3661
6452,15/9-F-1 C,3465.0,8.5243,45.5384,2.3382,0.2422,0.2327166497781682,0.2056373594794291,0.1059867955214728,0.19159072637921062,0.1782,0.6947,0.3411
6453,15/9-F-1 C,3465.1,8.5243,45.2126,2.3471,0.2363,0.17623599976087143,0.1807278477445068,-0.01886121735933964,0.10329047155774951,0.1731,0.7989,0.3382
6454,15/9-F-1 C,3465.2,8.5243,43.3074,2.3554,0.2317,0.13401764567598334,0.16160754690839674,-0.06524912533642091,0.05434488876763056,0.1683,0.8497,0.3213
6455,15/9-F-1 C,3465.3,8.5243,43.791000000000004,2.3609,0.2286,0.12149418624166523,0.15430221968466445,-0.08202211740709175,0.040087843469880764,0.1652,0.8771,0.3256
6456,15/9-F-1 C,3465.4,8.5243,44.3074,2.363,0.2268,0.09624938318961143,0.14563141529032783,-0.09017663034908802,0.024280376047079992,0.16399999999999998,0.8898,0.3301
6457,15/9-F-1 C,3465.5,8.5243,46.1271,2.3629,0.2266,0.08224665474366914,0.14050804303817957,-0.10695988804288209,0.008940661377087074,0.1641,0.9072,0.3462
6458,15/9-F-1 C,3465.6,8.5243,47.7566,2.3618,0.2267,0.05488105486277179,0.13187518797259268,-0.11810202642698872,-0.007534852191956694,0.1647,0.917,0.3607
6459,15/9-F-1 C,3465.7,8.5243,46.5699,2.3618,0.2261,0.032014034159506,0.1228709228644355,-0.13727247168202533,-0.02909550184621629,0.1647,0.9315,0.3502
6460,15/9-F-1 C,3465.8,8.5244,45.2553,2.3646,0.2216,0.02073408541151559,0.11753643271033819,-0.14333151638846497,-0.03929144831144341,0.1653,0.9256,0.3386
6461,15/9-F-1 C,3465.9,8.5569,44.4096,2.3699,0.2177,0.010681493131443518,0.11561051167429974,-0.16058480731610647,-0.05100054597304701,0.162,0.9542,0.331
6462,15/9-F-1 C,3466.0,8.5406,46.87,2.3749,0.2165,0.007619774517403356,0.11035398266400218,-0.16335945842722607,-0.06208109735221964,0.1586,0.9771,0.3528
6463,15/9-F-1 C,3466.1,8.5243,48.6195,2.3774,0.2152,-0.008685301823389197,0.1059527692369799,-0.17561379768122606,-0.07956359344924141,0.1553,1.0,0.3683
6464,15/9-F-1 C,3466.2,8.5243,49.1169,2.3787,0.2155,-0.015652742414136153,0.10305074743595702,-0.16494389827988373,-0.07083661679493557,0.1526,1.0,0.3727
6465,15/9-F-1 C,3466.3,8.5243,50.7087,2.3816,0.2152,-0.02026956933771453,0.10805737378385387,-0.16335945842722607,-0.06248210798265336,0.1498,1.0,0.3867
6466,15/9-F-1 C,3466.4,8.5243,54.4734,2.3867,0.2113,-0.0118871597316481,0.10615688696683942,-0.16316971351112114,-0.05953332233647105,0.1471,1.0,0.4201
6467,15/9-F-1 C,3466.5,8.5244,55.6835,2.3938,0.2021,-0.03245202378113796,0.10717603906603908,-0.15372475758778684,-0.06218131530164398,0.1443,1.0,0.4309
6468,15/9-F-1 C,3466.6,8.557,53.7721,2.4079,0.1867,-0.048371106163361835,0.09864372581705691,-0.13763006287711757,-0.05709945885970605,0.1416,1.0,0.414
6469,15/9-F-1 C,3466.7,8.6057,51.0919,2.4342,0.171,-0.045709238298872995,0.1030850018416145,-0.12257105921178026,-0.0493431174954894,0.1388,1.0,0.3902
6470,15/9-F-1 C,3466.8,8.6057,49.6313,2.4733,0.1631,-0.028121382973734184,0.10751522565146454,-0.10612732120491858,-0.03824678581321744,0.10099999999999999,1.0,0.3773
6471,15/9-F-1 C,3466.9,8.6058,49.0505,2.5129,0.1583,-0.007358130121602345,0.11384311893748701,-0.09539263618455208,-0.028399479769941033,0.0784,1.0,0.3721
6472,15/9-F-1 C,3467.0,8.6382,52.7025,2.5376,0.1572,0.022098297461140302,0.122969094393747,-0.0663102910421053,-0.0039263455147246756,0.0642,1.0,0.4044
6473,15/9-F-1 C,3467.1,8.6057,54.5856,2.5438,0.1555,0.05465135044174163,0.13557785334492986,-0.006784279525862967,0.052000980101300005,0.0607,1.0,0.4212
6474,15/9-F-1 C,3467.2,8.6057,52.6148,2.54,0.149,0.0844690314880758,0.14210777173130665,0.13033376849500614,0.10325623335505109,0.0629,1.0,0.4037
6475,15/9-F-1 C,3467.3,8.6058,51.4769,2.5391,0.1423,0.12123145514962139,0.15387581367897799,0.21590181320403162,0.1428898054390422,0.0634,1.0,0.3936
6476,15/9-F-1 C,3467.4,8.6383,51.4384,2.546,0.1444,0.1671991432977519,0.17623599976087143,0.2170099098042056,0.14348321067006176,0.0594,1.0,0.3933
6477,15/9-F-1 C,3467.5,8.6218,49.537,2.5558,0.1564,0.16832066551886535,0.18301346308192945,0.28171497002729584,0.1883377790407525,0.0538,1.0,0.3765
6478,15/9-F-1 C,3467.6,8.557,48.2971,2.5598,0.1744,0.18432226557715706,0.17891942103546518,0.6924415060495926,0.28840574017575094,0.0515,1.0,0.3654
6479,15/9-F-1 C,3467.7,8.6058,49.6392,2.5508,0.188,0.24659704910636973,0.22798948404425692,0.6659841442850728,0.33288262705961025,0.0566,1.0,0.3773
6480,15/9-F-1 C,3467.8,8.6383,49.8931,2.5253,0.2024,0.2559475493989399,0.2539192605749113,0.4765128164387534,0.3077740685170869,0.0712,1.0,0.3795
6481,15/9-F-1 C,3467.9,8.6383,52.0569,2.4875,0.2159,0.2595460990870223,0.2614532027418108,0.4663930463613554,0.3079878171590153,0.0928,0.8454,0.3987
6482,15/9-F-1 C,3468.0,8.6383,51.8477,2.449,0.2223,0.26306768222899385,0.26495941769053966,0.45055700941832905,0.30886308836530063,0.1148,0.7234,0.3968
6483,15/9-F-1 C,3468.1,8.6383,54.5958,2.4221,0.2184,0.2670308532927652,0.2756798301027033,0.43176570262534797,0.3172691867066201,0.1302,0.67,0.4211
6484,15/9-F-1 C,3468.2,8.6383,57.1611,2.4151,0.205,0.28332384761878626,0.30730345086676514,0.3999158899163027,0.3154875277508216,0.1342,0.6779,0.4438
6485,15/9-F-1 C,3468.3,8.6383,61.7828,2.4275,0.1875,0.2997033733651906,0.32615145148354574,0.3858385500839981,0.33873530879951824,0.1272,0.7258,0.4847
6486,15/9-F-1 C,3468.4,8.6382,65.7995,2.4546,0.1738,0.26373072736832226,0.3155295332138492,0.5868797361574235,0.3713634515170441,0.1117,0.6745,0.5203
6487,15/9-F-1 C,3468.5,8.5812,67.2525,2.488,0.1657,0.2755186605118106,0.31143596828916115,0.6135458513273682,0.3884919618358004,0.0926,0.7697,0.5332
6488,15/9-F-1 C,3468.6,8.5569,68.505,2.5176,0.1601,0.2982852854840844,0.32780832432351065,0.5268688969958806,0.3587911623917238,0.0757,0.9885,0.5443
6489,15/9-F-1 C,3468.7,8.5569,69.9682,2.5381,0.1582,0.2606675369900122,0.34452981124245374,0.38548115016924417,0.3205824394735515,0.0639,1.0,0.5572
6490,15/9-F-1 C,3468.8,8.5569,71.9062,2.5507,0.1579,0.19614853969912543,0.3544926005894365,0.3557770710464668,0.31483592300457375,0.0567,1.0,0.5743
6491,15/9-F-1 C,3468.9,8.5569,76.8409,2.5613,0.158,0.16172726971602006,0.35656122071487945,0.2842502103120841,0.28876327617281344,0.0507,1.0,0.618
6492,15/9-F-1 C,3469.0,8.557,77.5872,2.572,0.1588,0.14628311315958703,0.3664976681296325,0.22543851680549626,0.235755634586718,0.0446,1.0,0.6247
6493,15/9-F-1 C,3469.1,8.6057,74.4793,2.5808,0.1572,0.15648857605001726,0.3739596698754669,0.1449787380200308,0.24509297610128128,0.0395,1.0,0.5971
6494,15/9-F-1 C,3469.2,8.6057,75.5501,2.5851,0.1589,0.2910356747682659,0.37121568204236116,0.3177082376103015,0.3336286125186909,0.0371,1.0,0.6067
6495,15/9-F-1 C,3469.3,8.6057,73.2912,2.5843,0.1598,0.35042247660771003,0.37121568204236116,0.4250285535201047,0.3701243266356574,0.0375,1.0,0.5867
6496,15/9-F-1 C,3469.4,8.6057,72.7887,2.5789999999999997,0.1598,0.3642319578445461,0.37663169660853324,0.47086601127412475,0.38508767025591506,0.0406,1.0,0.5822
6497,15/9-F-1 C,3469.5,8.6057,74.3602,2.5715,0.1596,0.37903343181796734,0.38271927473078027,0.4840007139271983,0.40715286967063535,0.0449,1.0,0.5961
6498,15/9-F-1 C,3469.6,8.6057,76.2911,2.5644,0.1596,0.4058754568963157,0.3875499873902334,0.5508762528428545,0.4375286038206803,0.0489,1.0,0.6131
6499,15/9-F-1 C,3469.7,8.6057,80.094,2.5619,0.1597,0.4366714120506496,0.3905995468029917,0.6014950412042922,0.46799265952114844,0.0503,1.0,0.6468
6500,15/9-F-1 C,3469.8,8.6056,82.8757,2.5664,0.1597,0.46753411384959226,0.3992236215272696,0.5979363936417396,0.4836586038374401,0.0478,1.0,0.6715
6501,15/9-F-1 C,3469.9,8.5814,81.3066,2.5749,0.1621,0.4656058906462863,0.4055683179288444,0.5768134032143983,0.48134228485248254,0.0429,1.0,0.6576
6502,15/9-F-1 C,3470.0,8.6056,79.024,2.5815,0.1575,0.4718342401512326,0.4097641042663462,0.571790327147791,0.4847979243318844,0.0391,1.0,0.6374
6503,15/9-F-1 C,3470.1,8.5569,77.8154,2.5837,0.1578,0.47227363161111624,0.4125277444720114,0.568495067193246,0.48508228805584536,0.0379,1.0,0.6267
6504,15/9-F-1 C,3470.2,8.5569,77.9266,2.5839999999999996,0.1535,0.47748301607494364,0.41385276004286686,0.5659422202567398,0.48652965387152924,0.0377,1.0,0.6278
6505,15/9-F-1 C,3470.3,8.5569,74.0413,2.5856,0.1487,0.4728880337696364,0.4167236975467344,0.5716971883689115,0.4902956645985296,0.0368,1.0,0.5933
6506,15/9-F-1 C,3470.4,8.5569,72.6353,2.5860000000000003,0.1455,0.46809613512106346,0.41810233224995896,0.5770894890331864,0.49204761734752583,0.0366,1.0,0.5809
6507,15/9-F-1 C,3470.5,8.5569,72.1459,2.5817,0.146,0.47135039553736086,0.4177539344041343,0.582881157972298,0.4923412532549744,0.039,1.0,0.5765
6508,15/9-F-1 C,3470.6,8.5569,74.0009,2.5738,0.1496,0.4669565452730776,0.41790328199122895,0.5874527804581773,0.4926207220431918,0.0435,1.0,0.593
6509,15/9-F-1 C,3470.7,8.5569,72.7778,2.5676,0.1538,0.46052199290020074,0.4171560299405614,0.5960139800932841,0.4952528600711832,0.0471,1.0,0.5821
6510,15/9-F-1 C,3470.8,8.557,72.7283,2.5669,0.1524,0.459256749523432,0.4160077404492888,0.5987576873002555,0.49423810415847574,0.0475,1.0,0.5817
6511,15/9-F-1 C,3470.9,8.6057,72.6673,2.5689,0.1507,0.45511906467840213,0.41595774588099016,0.6005155028251931,0.4946693175865643,0.0463,1.0,0.5811
6512,15/9-F-1 C,3471.0,8.6057,73.1067,2.569,0.1472,0.443951053179596,0.4141206260438205,0.608022987653282,0.49260675287411737,0.0463,1.0,0.5851
6513,15/9-F-1 C,3471.1,8.6057,69.9016,2.5667,0.1438,0.43365784669298807,0.41239333998911176,0.6058758274103515,0.48652965387152924,0.0476,1.0,0.5566
6514,15/9-F-1 C,3471.2,8.6056,71.3451,2.565,0.1454,0.43288915534840966,0.4131991436656409,0.5977390518395845,0.4842001537636314,0.0486,1.0,0.5694
6515,15/9-F-1 C,3471.3,8.5569,72.4783,2.5660000000000003,0.1459,0.43541431621752796,0.41363499719855573,0.5905297615378379,0.4801794760251299,0.048,1.0,0.5795
6516,15/9-F-1 C,3471.4,8.5569,70.3969,2.5683,0.1477,0.437607887914937,0.4132662265329203,0.5844103854174804,0.475467792116027,0.0467,1.0,0.5611
6517,15/9-F-1 C,3471.5,8.5569,66.4616,2.5707,0.1499,0.4432003819400767,0.4146057124645492,0.5664021343529212,0.4685245572997027,0.0453,1.0,0.5262
6518,15/9-F-1 C,3471.6,8.5569,68.1772,2.5717,0.1518,0.4390483352782443,0.41475614642495373,0.5616498708363531,0.4643106659258873,0.0447,1.0,0.5414
