,Unnamed: 0,wellName,MD,SW,PredictedSw,VSH,PredictedVSH,PHIF,PredictedPHIF
0,13971,15/9-F-11 B,3356.7,1.0,1.0747736,0.7859999999999999,0.755907,0.057,0.06807552
1,13972,15/9-F-11 B,3356.8,1.0,1.0655967,0.777,0.74738926,0.057,0.06955542
2,13973,15/9-F-11 B,3356.9,1.0,1.0507689,0.764,0.73364985,0.056,0.072524875
3,13984,15/9-F-11 B,3358.0,1.0,1.0485752,0.763,0.7336356,0.06,0.07538776
4,13985,15/9-F-11 B,3358.1,1.0,1.0480576,0.763,0.7335105,0.061,0.075789735
5,13986,15/9-F-11 B,3358.2,1.0,1.0390873,0.757,0.72793245,0.062,0.07744983
6,13987,15/9-F-11 B,3358.3,1.0,1.039473,0.76,0.7303629,0.062,0.0779178
7,13988,15/9-F-11 B,3358.4,1.0,1.04175,0.7609999999999999,0.73188066,0.061,0.07737063
8,13989,15/9-F-11 B,3358.5,1.0,1.053187,0.7709999999999999,0.7417878,0.059,0.07492679
9,13990,15/9-F-11 B,3358.6,1.0,1.0520285,0.767,0.7374926,0.061,0.07504833
10,13991,15/9-F-11 B,3358.7,1.0,1.0430517,0.755,0.72562206,0.065,0.07607196
11,13992,15/9-F-11 B,3358.8,1.0,1.0328685,0.741,0.7110618,0.066,0.07743773
12,13997,15/9-F-11 B,3359.3,1.0,1.0443351,0.75,0.7202333,0.063,0.075394854
13,13998,15/9-F-11 B,3359.4,1.0,1.0373471,0.745,0.7151098,0.061,0.07663588
14,13999,15/9-F-11 B,3359.5,1.0,1.0431497,0.7509999999999999,0.7214536,0.059,0.076222405
15,14000,15/9-F-11 B,3359.6,1.0,1.0329118,0.74,0.71031946,0.059,0.07863662
16,14001,15/9-F-11 B,3359.7,1.0,1.0173578,0.725,0.69465023,0.06,0.08128965
17,14002,15/9-F-11 B,3359.8,1.0,1.0093118,0.711,0.6808905,0.06,0.082659766
18,14003,15/9-F-11 B,3359.9,1.0,1.0107254,0.713,0.6833145,0.061,0.08248718
19,14004,15/9-F-11 B,3360.0,1.0,1.0132217,0.711,0.68150693,0.061,0.08221389
20,14007,15/9-F-11 B,3360.3,1.0,1.0661757,0.77,0.739682,0.053,0.0738679
21,14008,15/9-F-11 B,3360.4,1.0,1.056078,0.757,0.73150986,0.05,0.07653308
22,14009,15/9-F-11 B,3360.5,1.0,1.0371723,0.745,0.71487653,0.047,0.08061735
23,14010,15/9-F-11 B,3360.6,1.0,1.0420866,0.752,0.7226467,0.045,0.08101775
24,14014,15/9-F-11 B,3361.0,1.0,1.0222054,0.746,0.71714574,0.056,0.0855604
25,14015,15/9-F-11 B,3361.1,1.0,1.0323318,0.754,0.7244853,0.056,0.08343589
26,14016,15/9-F-11 B,3361.2,1.0,1.0290186,0.747,0.7180482,0.055,0.083641306
27,14017,15/9-F-11 B,3361.3,1.0,1.0340599,0.75,0.7203311,0.055,0.08238329
28,14018,15/9-F-11 B,3361.4,1.0,1.0334162,0.752,0.72278935,0.056,0.08247538
29,14019,15/9-F-11 B,3361.5,1.0,1.0355912,0.757,0.7274255,0.057,0.081569314
30,14020,15/9-F-11 B,3361.6,1.0,1.0466549,0.767,0.7378988,0.058,0.07903767
31,14021,15/9-F-11 B,3361.7,1.0,1.0315733,0.753,0.7241433,0.061,0.08145873
32,14022,15/9-F-11 B,3361.8,1.0,1.0467346,0.769,0.73964566,0.063,0.07897586
33,14023,15/9-F-11 B,3361.9,1.0,1.049249,0.77,0.7406298,0.063,0.0782242
34,14024,15/9-F-11 B,3362.0,1.0,1.063334,0.779,0.7499553,0.062,0.075552896
35,14025,15/9-F-11 B,3362.1,1.0,1.0690491,0.787,0.7575329,0.061,0.074036136
36,14026,15/9-F-11 B,3362.2,1.0,1.0824375,0.799,0.7698529,0.058,0.071102306
37,14027,15/9-F-11 B,3362.3,1.0,1.0786865,0.7959999999999999,0.76661026,0.056,0.07143603
38,14030,15/9-F-11 B,3362.6,1.0,1.1110948,0.8390000000000001,0.8098562,0.058,0.06734796
39,14031,15/9-F-11 B,3362.7,1.0,1.0940521,0.823,0.7942409,0.06,0.07176161
40,14038,15/9-F-11 B,3363.4,1.0,1.0503536,0.792,0.7632073,0.07200000000000001,0.0774128
41,14045,15/9-F-11 B,3364.1,1.0,1.0073395,0.742,0.71309817,0.069,0.084960714
42,14046,15/9-F-11 B,3364.2,1.0,0.9912704,0.731,0.70286405,0.069,0.08815175
43,14047,15/9-F-11 B,3364.3,1.0,0.99693716,0.743,0.71427125,0.071,0.087809786
44,14048,15/9-F-11 B,3364.4,1.0,0.9809245,0.727,0.6986634,0.07400000000000001,0.090734094
45,14049,15/9-F-11 B,3364.5,1.0,0.99866235,0.745,0.7167712,0.073,0.087065786
46,14050,15/9-F-11 B,3364.6,1.0,1.002048,0.743,0.7148063,0.07,0.08643903
47,14052,15/9-F-11 B,3364.8,1.0,1.0253696,0.764,0.7356256,0.066,0.08167492
48,14053,15/9-F-11 B,3364.9,1.0,1.022965,0.759,0.7299243,0.068,0.08185738
49,14056,15/9-F-11 B,3365.2,1.0,1.005668,0.7390000000000001,0.7100459,0.069,0.082810566
50,14057,15/9-F-11 B,3365.3,1.0,1.0045707,0.735,0.7057023,0.067,0.08303504
51,14058,15/9-F-11 B,3365.4,1.0,1.004521,0.732,0.7032699,0.066,0.08288117
52,14059,15/9-F-11 B,3365.5,1.0,1.015332,0.7390000000000001,0.71013784,0.065,0.081076756
53,14061,15/9-F-11 B,3365.7,1.0,1.0839767,0.809,0.7800144,0.063,0.06909013
54,14080,15/9-F-11 B,3367.6,1.0,1.0006902,0.71,0.67959666,0.067,0.07737252
55,14081,15/9-F-11 B,3367.7,1.0,1.0198022,0.721,0.690554,0.061,0.07241224
56,14082,15/9-F-11 B,3367.8,1.0,1.015848,0.7020000000000001,0.67098004,0.053,0.070627004
57,14083,15/9-F-11 B,3367.9,1.0,1.0135653,0.6920000000000001,0.66031945,0.045,0.06911944
58,14084,15/9-F-11 B,3368.0,1.0,1.0418817,0.733,0.7019993,0.04,0.06503029
59,14085,15/9-F-11 B,3368.1,1.0,1.0554011,0.75,0.71877325,0.036000000000000004,0.06494206
60,14086,15/9-F-11 B,3368.2,1.0,1.0439435,0.7340000000000001,0.70255184,0.034,0.06802377
61,14087,15/9-F-11 B,3368.3,1.0,1.0252281,0.711,0.6798795,0.035,0.07181473
62,14088,15/9-F-11 B,3368.4,1.0,1.0089734,0.6970000000000001,0.6655576,0.039,0.07502054
63,14089,15/9-F-11 B,3368.5,1.0,1.0017183,0.6990000000000001,0.66801333,0.047,0.077522576
64,14090,15/9-F-11 B,3368.6,1.0,0.9882765,0.6970000000000001,0.666857,0.055,0.081204236
65,14091,15/9-F-11 B,3368.7,1.0,0.9794221,0.6970000000000001,0.6677297,0.06,0.08435446
66,14092,15/9-F-11 B,3368.8,1.0,0.97016263,0.6940000000000001,0.664994,0.061,0.08693728
67,14093,15/9-F-11 B,3368.9,1.0,0.9939375,0.725,0.6952736,0.06,0.08357242
68,14094,15/9-F-11 B,3369.0,1.0,0.99121284,0.723,0.6938362,0.059,0.08469649
69,14095,15/9-F-11 B,3369.1,1.0,0.9680556,0.698,0.6688929,0.061,0.089400426
70,14096,15/9-F-11 B,3369.2,1.0,0.97423744,0.71,0.6806472,0.065,0.088266596
71,14097,15/9-F-11 B,3369.3,1.0,0.97446585,0.711,0.681896,0.07,0.08842218
72,14098,15/9-F-11 B,3369.4,1.0,0.98331296,0.722,0.69338876,0.07200000000000001,0.08670764
73,14099,15/9-F-11 B,3369.5,1.0,1.0069661,0.746,0.7173382,0.07200000000000001,0.0827636
74,14100,15/9-F-11 B,3369.6,1.0,1.0106572,0.745,0.71579725,0.069,0.08088972
75,14101,15/9-F-11 B,3369.7,1.0,1.0367064,0.764,0.7347548,0.067,0.0748909
76,14102,15/9-F-11 B,3369.8,1.0,1.0674183,0.795,0.76540697,0.064,0.06874855
77,14103,15/9-F-11 B,3369.9,1.0,1.0662723,0.792,0.76210153,0.061,0.067902654
78,14104,15/9-F-11 B,3370.0,1.0,1.0473266,0.772,0.7420635,0.059,0.07082333
79,14105,15/9-F-11 B,3370.1,1.0,1.0491666,0.774,0.7440104,0.058,0.06979932
80,14106,15/9-F-11 B,3370.2,1.0,1.0243382,0.7509999999999999,0.72071767,0.058,0.07355575
81,14107,15/9-F-11 B,3370.3,1.0,1.0176563,0.741,0.71096057,0.058,0.07385354
82,14108,15/9-F-11 B,3370.4,1.0,1.0056689,0.73,0.7001656,0.057,0.075400814
83,14109,15/9-F-11 B,3370.5,1.0,0.98887825,0.71,0.67983866,0.056,0.077524886
84,14110,15/9-F-11 B,3370.6,1.0,0.96681,0.6829999999999999,0.65295833,0.056,0.08064185
85,14111,15/9-F-11 B,3370.7,1.0,0.9538032,0.665,0.63444084,0.056,0.08235055
86,14112,15/9-F-11 B,3370.8,1.0,0.9758241,0.698,0.66780466,0.056,0.0791121
87,14113,15/9-F-11 B,3370.9,1.0,0.98401475,0.705,0.6750907,0.055,0.07788791
88,14114,15/9-F-11 B,3371.0,1.0,0.99121857,0.708,0.6780596,0.054000000000000006,0.07731219
89,14115,15/9-F-11 B,3371.1,1.0,0.9878229,0.6970000000000001,0.6666449,0.053,0.077622846
90,14116,15/9-F-11 B,3371.2,1.0,0.991688,0.701,0.670127,0.052000000000000005,0.077142775
91,14117,15/9-F-11 B,3371.3,1.0,1.0027962,0.7140000000000001,0.68394035,0.052000000000000005,0.076485395
92,14118,15/9-F-11 B,3371.4,1.0,0.9930359,0.708,0.677648,0.052000000000000005,0.07869457
93,14119,15/9-F-11 B,3371.5,1.0,0.99891543,0.72,0.6896302,0.052000000000000005,0.07886374
94,14120,15/9-F-11 B,3371.6,1.0,0.9973277,0.72,0.6899614,0.051,0.07959001
95,14121,15/9-F-11 B,3371.7,1.0,0.99807405,0.7190000000000001,0.6890978,0.051,0.07907641
96,14122,15/9-F-11 B,3371.8,1.0,1.029645,0.748,0.7184106,0.049,0.07372837
97,14123,15/9-F-11 B,3371.9,1.0,1.0425861,0.753,0.72303015,0.048,0.07202913
98,14124,15/9-F-11 B,3372.0,1.0,1.01402,0.718,0.6875881,0.047,0.074229985
99,14125,15/9-F-11 B,3372.1,1.0,0.9819876,0.674,0.6424381,0.046,0.07878521
100,14126,15/9-F-11 B,3372.2,1.0,0.9753506,0.6659999999999999,0.63510543,0.046,0.08034854
101,14127,15/9-F-11 B,3372.3,1.0,0.9780232,0.6709999999999999,0.6397552,0.047,0.0798482
102,14128,15/9-F-11 B,3372.4,1.0,0.9756882,0.667,0.6360149,0.049,0.080316514
103,14129,15/9-F-11 B,3372.5,1.0,0.96403635,0.639,0.6074058,0.05,0.080868006
104,14130,15/9-F-11 B,3372.6,1.0,0.9802402,0.6579999999999999,0.6265139,0.05,0.07770297
105,14131,15/9-F-11 B,3372.7,1.0,0.98512673,0.66,0.6286426,0.047,0.077102125
106,14132,15/9-F-11 B,3372.8,1.0,0.9807985,0.645,0.61281896,0.045,0.07754405
107,14133,15/9-F-11 B,3372.9,1.0,0.9705281,0.637,0.6054729,0.045,0.07918085
108,14134,15/9-F-11 B,3373.0,1.0,0.9619312,0.637,0.6056296,0.046,0.08152227
109,14135,15/9-F-11 B,3373.1,1.0,0.96573937,0.657,0.6263809,0.049,0.08220504
110,14136,15/9-F-11 B,3373.2,1.0,0.9673134,0.669,0.63843536,0.051,0.08220492
111,14137,15/9-F-11 B,3373.3,1.0,0.9657426,0.6709999999999999,0.6402423,0.053,0.083297595
112,14138,15/9-F-11 B,3373.4,1.0,0.98157907,0.688,0.6575111,0.052000000000000005,0.08078474
113,14139,15/9-F-11 B,3373.5,1.0,0.9945817,0.7,0.6695701,0.05,0.078635365
114,14140,15/9-F-11 B,3373.6,1.0,0.98435724,0.684,0.6529668,0.049,0.07978961
115,14141,15/9-F-11 B,3373.7,1.0,0.9670799,0.66,0.6288553,0.048,0.082162425
116,14142,15/9-F-11 B,3373.8,1.0,0.9628562,0.657,0.6259513,0.047,0.0831348
117,14143,15/9-F-11 B,3373.9,1.0,0.9861419,0.6920000000000001,0.6615051,0.044,0.08035238
118,14144,15/9-F-11 B,3374.0,1.0,0.9919207,0.703,0.672736,0.042,0.079583645
119,14145,15/9-F-11 B,3374.1,1.0,0.98834157,0.6970000000000001,0.6664655,0.04,0.07956955
120,14146,15/9-F-11 B,3374.2,1.0,0.99296975,0.7020000000000001,0.67187244,0.039,0.07917383
121,14147,15/9-F-11 B,3374.3,1.0,1.0180011,0.73,0.69963634,0.039,0.07493065
122,14148,15/9-F-11 B,3374.4,1.0,1.0215771,0.733,0.702949,0.039,0.074719176
123,14149,15/9-F-11 B,3374.5,1.0,1.0242869,0.738,0.70722795,0.04,0.0740457
124,14150,15/9-F-11 B,3374.6,1.0,1.0305396,0.75,0.71976286,0.043,0.07351084
125,14151,15/9-F-11 B,3374.7,1.0,1.037085,0.758,0.7281482,0.044,0.072741285
126,14154,15/9-F-11 B,3375.0,1.0,1.0386806,0.753,0.72298557,0.037000000000000005,0.07273716
127,14155,15/9-F-11 B,3375.1,1.0,1.0431898,0.757,0.72698677,0.036000000000000004,0.07238601
128,14156,15/9-F-11 B,3375.2,1.0,1.0474794,0.7659999999999999,0.7359358,0.038,0.0718603
129,14157,15/9-F-11 B,3375.3,1.0,1.0398588,0.762,0.7325161,0.042,0.073081255
130,14158,15/9-F-11 B,3375.4,1.0,1.0298281,0.753,0.7237034,0.047,0.075016335
131,14159,15/9-F-11 B,3375.5,1.0,1.0381681,0.7659999999999999,0.73643833,0.052000000000000005,0.07354194
132,14160,15/9-F-11 B,3375.6,1.0,1.050203,0.78,0.74998134,0.056,0.071895525
133,14161,15/9-F-11 B,3375.7,1.0,1.0394531,0.7709999999999999,0.7415455,0.059,0.07345857
134,14162,15/9-F-11 B,3375.8,1.0,1.0162624,0.747,0.7178465,0.06,0.0777984
135,14163,15/9-F-11 B,3375.9,1.0,1.0151584,0.743,0.7138561,0.06,0.07775538
136,14164,15/9-F-11 B,3376.0,1.0,1.0047688,0.732,0.7029256,0.06,0.07983495
137,14165,15/9-F-11 B,3376.1,1.0,1.0304248,0.759,0.72965753,0.057,0.07532905
138,14166,15/9-F-11 B,3376.2,1.0,1.0409809,0.7709999999999999,0.74093103,0.055,0.073106304
139,14167,15/9-F-11 B,3376.3,1.0,1.0415797,0.767,0.7373652,0.054000000000000006,0.073133305
140,14168,15/9-F-11 B,3376.4,1.0,1.0455127,0.772,0.7423802,0.055,0.07183863
141,14169,15/9-F-11 B,3376.5,1.0,1.0184746,0.747,0.7170213,0.06,0.07612106
142,14170,15/9-F-11 B,3376.6,1.0,1.0225387,0.755,0.7252966,0.064,0.07579544
143,14171,15/9-F-11 B,3376.7,1.0,1.028975,0.763,0.73408014,0.066,0.07556687
144,14172,15/9-F-11 B,3376.8,1.0,1.0117452,0.7440000000000001,0.7151251,0.065,0.07908212
145,14173,15/9-F-11 B,3376.9,1.0,1.0163472,0.7509999999999999,0.7217789,0.063,0.07812974
146,14174,15/9-F-11 B,3377.0,1.0,0.992295,0.728,0.6988602,0.063,0.081836596
147,14175,15/9-F-11 B,3377.1,1.0,0.98863244,0.723,0.6941146,0.065,0.0824288
148,14176,15/9-F-11 B,3377.2,1.0,0.9929848,0.726,0.6973129,0.068,0.082829446
149,14177,15/9-F-11 B,3377.3,1.0,0.9926597,0.723,0.6943524,0.071,0.08297278
150,14178,15/9-F-11 B,3377.4,1.0,1.0256582,0.757,0.72744924,0.073,0.077074856
151,14179,15/9-F-11 B,3377.5,1.0,1.0314298,0.762,0.73224014,0.07,0.07507785
152,14180,15/9-F-11 B,3377.6,1.0,1.02487,0.747,0.717704,0.064,0.07627398
153,14181,15/9-F-11 B,3377.7,1.0,1.0153753,0.73,0.7004451,0.056,0.07759322
154,14182,15/9-F-11 B,3377.8,1.0,1.0226994,0.731,0.70088476,0.047,0.07647282
155,14183,15/9-F-11 B,3377.9,1.0,1.0366615,0.7490000000000001,0.7191118,0.043,0.073299065
156,14184,15/9-F-11 B,3378.0,1.0,1.0439014,0.759,0.7287408,0.042,0.07145125
157,14185,15/9-F-11 B,3378.1,1.0,1.0466746,0.759,0.7283434,0.041,0.071046695
158,14186,15/9-F-11 B,3378.2,1.0,1.0410781,0.748,0.71705735,0.04,0.07141884
159,14187,15/9-F-11 B,3378.3,1.0,1.0431281,0.745,0.7143282,0.039,0.07006259
160,14188,15/9-F-11 B,3378.4,1.0,1.0338758,0.726,0.69527286,0.04,0.07043952
161,14189,15/9-F-11 B,3378.5,1.0,1.0295408,0.72,0.6890175,0.041,0.07070856
162,14190,15/9-F-11 B,3378.6,1.0,1.0289177,0.721,0.68998116,0.042,0.07105444
163,14191,15/9-F-11 B,3378.7,1.0,1.0143745,0.703,0.6722097,0.041,0.07375185
164,14192,15/9-F-11 B,3378.8,1.0,1.0244498,0.718,0.6869649,0.04,0.072585836
165,14193,15/9-F-11 B,3378.9,1.0,1.028041,0.72,0.68889916,0.039,0.07145919
166,14194,15/9-F-11 B,3379.0,1.0,1.0287186,0.7170000000000001,0.68614405,0.038,0.0711475
167,14195,15/9-F-11 B,3379.1,1.0,1.031777,0.723,0.69189036,0.038,0.070841566
168,14196,15/9-F-11 B,3379.2,1.0,1.0333607,0.725,0.694427,0.039,0.07071903
169,14197,15/9-F-11 B,3379.3,1.0,1.016055,0.71,0.6788831,0.041,0.0743805
170,14198,15/9-F-11 B,3379.4,1.0,1.0109508,0.715,0.6849204,0.044,0.07661216
171,14199,15/9-F-11 B,3379.5,1.0,1.005745,0.723,0.6930086,0.05,0.07918587
172,14200,15/9-F-11 B,3379.6,1.0,0.99016035,0.7170000000000001,0.6872974,0.055,0.08240719
173,14201,15/9-F-11 B,3379.7,1.0,1.0079805,0.741,0.7117333,0.06,0.08010888
174,14202,15/9-F-11 B,3379.8,1.0,1.0214142,0.758,0.72893125,0.062,0.07738827
175,14203,15/9-F-11 B,3379.9,1.0,1.0207021,0.7609999999999999,0.73151356,0.062,0.077446684
176,14204,15/9-F-11 B,3380.0,1.0,1.0137026,0.7559999999999999,0.7268814,0.063,0.0800686
177,14205,15/9-F-11 B,3380.1,1.0,0.99741256,0.741,0.71233886,0.064,0.083173186
178,14206,15/9-F-11 B,3380.2,1.0,0.9685744,0.711,0.68208385,0.065,0.08818339
179,14207,15/9-F-11 B,3380.3,1.0,0.9609207,0.7090000000000001,0.6799987,0.065,0.088168666
180,14208,15/9-F-11 B,3380.4,1.0,0.975947,0.722,0.6934204,0.066,0.08468951
181,14209,15/9-F-11 B,3380.5,1.0,0.97589016,0.7240000000000001,0.6952763,0.067,0.08452125
182,14210,15/9-F-11 B,3380.6,1.0,0.95715284,0.706,0.6766485,0.067,0.08680551
183,14211,15/9-F-11 B,3380.7,1.0,0.957492,0.705,0.6761191,0.067,0.087449044
184,14212,15/9-F-11 B,3380.8,1.0,0.9576222,0.7090000000000001,0.68029994,0.065,0.086640716
185,14213,15/9-F-11 B,3380.9,1.0,0.9577006,0.7140000000000001,0.685309,0.062,0.08613466
186,14214,15/9-F-11 B,3381.0,1.0,0.9221021,0.677,0.648458,0.062,0.092364624
187,14215,15/9-F-11 B,3381.1,1.0,0.9201157,0.6779999999999999,0.64974487,0.064,0.091474235
188,14216,15/9-F-11 B,3381.2,1.0,0.9202172,0.684,0.6551214,0.067,0.08993077
189,14217,15/9-F-11 B,3381.3,1.0,0.9165874,0.685,0.65616417,0.069,0.09020276
190,14218,15/9-F-11 B,3381.4,1.0,0.9155602,0.6890000000000001,0.66072315,0.071,0.08955522
191,14219,15/9-F-11 B,3381.5,1.0,0.91324294,0.69,0.6618548,0.07400000000000001,0.090738535
192,14220,15/9-F-11 B,3381.6,1.0,0.9149077,0.691,0.66292596,0.075,0.09074412
193,14221,15/9-F-11 B,3381.7,1.0,0.92642367,0.7020000000000001,0.6740637,0.07400000000000001,0.08822271
194,14222,15/9-F-11 B,3381.8,1.0,0.95462453,0.725,0.6967843,0.069,0.08305879
195,14223,15/9-F-11 B,3381.9,1.0,0.9715383,0.737,0.7084814,0.063,0.0802028
196,14224,15/9-F-11 B,3382.0,1.0,0.9727181,0.737,0.7081232,0.06,0.08001068
197,14225,15/9-F-11 B,3382.1,1.0,0.9613012,0.723,0.6939051,0.06,0.08149193
198,14226,15/9-F-11 B,3382.2,1.0,0.9545709,0.7070000000000001,0.6784314,0.061,0.08316153
199,14227,15/9-F-11 B,3382.3,1.0,0.9385942,0.687,0.6582159,0.062,0.08508806
200,14228,15/9-F-11 B,3382.4,1.0,0.9481851,0.695,0.6660902,0.061,0.08302368
201,14229,15/9-F-11 B,3382.5,1.0,0.95164514,0.691,0.6618522,0.059,0.08205797
202,14230,15/9-F-11 B,3382.6,1.0,0.9797939,0.715,0.68479246,0.054000000000000006,0.07704909
203,14231,15/9-F-11 B,3382.7,1.0,1.0050237,0.726,0.6959154,0.047,0.07297312
204,14232,15/9-F-11 B,3382.8,1.0,1.0441438,0.758,0.72723,0.041,0.0663086
205,14233,15/9-F-11 B,3382.9,1.0,1.0678748,0.784,0.7535073,0.038,0.061885133
206,14256,15/9-F-11 B,3385.2,1.0,1.0244241,0.754,0.7246401,0.048,0.08007093
207,14257,15/9-F-11 B,3385.3,1.0,1.0240993,0.752,0.72298867,0.049,0.079817355
208,14258,15/9-F-11 B,3385.4,1.0,1.0084146,0.736,0.7066278,0.051,0.08252373
209,14259,15/9-F-11 B,3385.5,1.0,1.0011523,0.725,0.6959978,0.051,0.08333339
210,14260,15/9-F-11 B,3385.6,1.0,0.99702716,0.716,0.68640107,0.05,0.08376908
211,14261,15/9-F-11 B,3385.7,1.0,0.98916817,0.696,0.66614354,0.047,0.08380924
212,14262,15/9-F-11 B,3385.8,1.0,0.99795187,0.7020000000000001,0.6718781,0.044,0.0819146
213,14263,15/9-F-11 B,3385.9,1.0,1.0023102,0.6940000000000001,0.6633823,0.038,0.079754114
214,14264,15/9-F-11 B,3386.0,1.0,1.0238497,0.715,0.6842617,0.028,0.07599537
215,14265,15/9-F-11 B,3386.1,1.0,1.0240238,0.703,0.67179817,0.02,0.07434286
216,14266,15/9-F-11 B,3386.2,1.0,1.0200922,0.698,0.66614676,0.02,0.07502313
217,14267,15/9-F-11 B,3386.3,1.0,1.0195209,0.7070000000000001,0.6761266,0.02,0.07587819
218,14268,15/9-F-11 B,3386.4,1.0,1.0098441,0.7070000000000001,0.67624325,0.031,0.0783498
219,14269,15/9-F-11 B,3386.5,1.0,0.9968375,0.701,0.67058754,0.038,0.081410766
220,14270,15/9-F-11 B,3386.6,1.0,0.98891187,0.677,0.6461149,0.038,0.08029941
221,14271,15/9-F-11 B,3386.7,1.0,0.9789382,0.672,0.641259,0.033,0.08361459
222,14272,15/9-F-11 B,3386.8,1.0,0.9969107,0.688,0.6564118,0.027000000000000003,0.080319926
223,14273,15/9-F-11 B,3386.9,1.0,0.9958426,0.6679999999999999,0.63599783,0.022,0.08046077
224,14274,15/9-F-11 B,3387.0,1.0,0.99596167,0.672,0.6404896,0.022,0.08015703
225,14275,15/9-F-11 B,3387.1,1.0,1.0053648,0.6970000000000001,0.66647667,0.024,0.079476744
226,14276,15/9-F-11 B,3387.2,1.0,0.9918772,0.6920000000000001,0.66115814,0.024,0.08211136
227,14277,15/9-F-11 B,3387.3,1.0,1.0131106,0.711,0.680673,0.02,0.07943325
228,14280,15/9-F-11 B,3387.6,1.0,1.0124329,0.688,0.6572488,0.02,0.082833454
229,14281,15/9-F-11 B,3387.7,1.0,1.0321406,0.693,0.66153175,0.022,0.08562818
230,14282,15/9-F-11 B,3387.8,1.0,1.0260024,0.6940000000000001,0.66271955,0.026,0.085592866
231,14283,15/9-F-11 B,3387.9,1.0,1.0148656,0.703,0.6720053,0.027000000000000003,0.08347438
232,14284,15/9-F-11 B,3388.0,1.0,1.0181915,0.7120000000000001,0.6819672,0.03,0.08306499
233,14285,15/9-F-11 B,3388.1,1.0,1.027605,0.732,0.70141095,0.035,0.08245768
234,14286,15/9-F-11 B,3388.2,1.0,1.0234278,0.73,0.6998245,0.04,0.08529061
235,14287,15/9-F-11 B,3388.3,1.0,1.0096539,0.723,0.69347763,0.043,0.089330316
236,14288,15/9-F-11 B,3388.4,1.0,1.006429,0.733,0.70381945,0.044,0.08904682
237,14289,15/9-F-11 B,3388.5,1.0,0.9969381,0.733,0.7043767,0.044,0.08843072
238,14296,15/9-F-11 B,3389.2,1.0,1.0692487,0.812,0.78304785,0.07200000000000001,0.0736815
239,14297,15/9-F-11 B,3389.3,1.0,1.0700359,0.8109999999999999,0.782035,0.07200000000000001,0.0732858
240,14298,15/9-F-11 B,3389.4,1.0,1.0519018,0.79,0.7612585,0.07200000000000001,0.07613167
241,14299,15/9-F-11 B,3389.5,1.0,1.053679,0.7929999999999999,0.7640928,0.07200000000000001,0.07633355
242,14300,15/9-F-11 B,3389.6,1.0,1.0523471,0.795,0.76663786,0.073,0.07749684
243,14303,15/9-F-11 B,3389.9,1.0,1.068682,0.8079999999999999,0.7793412,0.068,0.074742645
244,14304,15/9-F-11 B,3390.0,1.0,1.0923994,0.826,0.79728144,0.064,0.07032226
245,14305,15/9-F-11 B,3390.1,1.0,1.1049111,0.831,0.8016682,0.056,0.067757174
246,14311,15/9-F-11 B,3390.7,1.0,1.0528749,0.769,0.7388504,0.044,0.077378884
247,14312,15/9-F-11 B,3390.8,1.0,1.0251238,0.738,0.7077705,0.049,0.08199598
248,14313,15/9-F-11 B,3390.9,1.0,1.0139763,0.7240000000000001,0.69439024,0.054000000000000006,0.08381806
249,14314,15/9-F-11 B,3391.0,1.0,0.9850832,0.691,0.661048,0.058,0.08882405
250,14315,15/9-F-11 B,3391.1,1.0,0.9616735,0.6679999999999999,0.6381412,0.063,0.09307359
251,14316,15/9-F-11 B,3391.2,1.0,0.9712832,0.687,0.65771335,0.067,0.09279136
252,14317,15/9-F-11 B,3391.3,1.0,0.94761944,0.66,0.6305494,0.068,0.098560795
253,14318,15/9-F-11 B,3391.4,1.0,0.91774,0.623,0.59338504,0.066,0.10408274
254,14319,15/9-F-11 B,3391.5,1.0,0.90063095,0.594,0.56423736,0.063,0.10656907
255,14320,15/9-F-11 B,3391.6,1.0,0.91095644,0.595,0.5643278,0.062,0.104562014
256,14321,15/9-F-11 B,3391.7,1.0,0.9238854,0.602,0.57141256,0.062,0.10153705
257,14322,15/9-F-11 B,3391.8,1.0,0.91841704,0.589,0.5577158,0.062,0.10142224
258,14323,15/9-F-11 B,3391.9,1.0,0.910771,0.565,0.53382653,0.062,0.100977115
259,14324,15/9-F-11 B,3392.0,1.0,0.91330576,0.57,0.5385162,0.06,0.100743726
260,14325,15/9-F-11 B,3392.1,1.0,0.90231967,0.56,0.5284491,0.06,0.102436915
261,14326,15/9-F-11 B,3392.2,1.0,0.89593536,0.5529999999999999,0.52182436,0.06,0.104650244
262,14327,15/9-F-11 B,3392.3,1.0,0.89370567,0.55,0.51916206,0.059,0.10568485
263,14328,15/9-F-11 B,3392.4,1.0,0.90769935,0.568,0.5363935,0.058,0.103539646
264,14334,15/9-F-11 B,3393.0,1.0,0.89919305,0.579,0.54895943,0.066,0.10620735
265,14335,15/9-F-11 B,3393.1,1.0,0.8904504,0.581,0.5514169,0.07,0.10928735
266,14336,15/9-F-11 B,3393.2,1.0,0.8767231,0.5770000000000001,0.54734653,0.07400000000000001,0.113305196
267,14337,15/9-F-11 B,3393.3,1.0,0.8578443,0.564,0.53465277,0.075,0.11774002
268,14338,15/9-F-11 B,3393.4,1.0,0.8451222,0.555,0.5263699,0.07400000000000001,0.12069462
269,14344,15/9-F-11 B,3394.0,1.0,0.8823931,0.542,0.5104824,0.039,0.11219909
