,wellName,MD,CALI,GR,RHOB,NPHI,RACEHM_l10,RACELM_l10,RPCEHM_l10,RPCELM_l10
1201,15/9-F-1 A,3551.1,8.6249,59.6552,2.3492,0.1846,-0.23995467203418938,-0.18032448000570728,-0.33068311943388784,-0.2662411644127973
13985,15/9-F-11 B,3358.1,8.578,92.76,2.559,0.251,0.29556709996247904,0.29928933408767994,0.3121773564397787,0.2757719001649313
13837,15/9-F-11 A,3713.4,8.672,67.85300000000001,2.612,0.17300000000000001,0.4202858849419178,0.3308194664958368,0.5567847823070253,0.4578818967339923
4148,15/9-F-1 C,3234.6,8.5242,10.0147,2.3197,0.2112,0.28753301105072165,0.18483333393335344,0.6268534146667257,0.3332255362617153
3731,15/9-F-1 B,3393.0,8.6973,58.0921,2.4647,0.1653,0.15314385651374274,0.15860369981147693,0.09763901554683882,0.13946977558942997
11689,15/9-F-1 C,3988.7,8.5242,18.2013,2.2671,0.1727,0.9320930828571001,0.8372663854457121,1.025776778404457,0.997901639476047
25803,15/9-F-11 B,4539.9,8.625,24.26,2.18,0.19899999999999998,1.0151920417628344,0.8492964793895492,1.2819873118936014,1.0933166012043316
3068,15/9-F-1 B,3326.7,8.6635,48.7671,2.5992,0.1544,-0.12883586719705062,-0.1408617027054692,-0.180127178049454,-0.12889429901441468
26838,15/9-F-11 B,4643.4,8.641,51.949,2.272,0.237,0.30856441356123887,0.37474834601010387,0.3519894554356322,0.3102683666324476
6679,15/9-F-1 C,3487.7,8.5243,38.2127,2.1704,0.2159,0.5834708314938506,0.4702193240517293,0.708327402022012,0.6136938618146122
12569,15/9-F-11 A,3586.6,8.672,66.09100000000001,2.43,0.23600000000000002,-0.06348625752110666,0.011147360775797479,0.011570443597278254,0.005180512503780314
11781,15/9-F-1 C,3997.9,8.5243,16.3844,2.2779,0.1608,0.9258996934613825,0.8406078790092902,1.0105755443904865,0.981931807870354
19154,15/9-F-11 B,3875.0,8.781,40.538000000000004,2.559,0.23800000000000002,0.3228392726863211,0.35964579267454294,0.375297738217339,0.33885474625232304
6834,15/9-F-1 C,3503.2,8.5243,30.0388,2.3118,0.1664,0.1842086131115027,0.22209188645425976,0.22130989029692963,0.16040850008958216
14592,15/9-F-11 B,3418.8,8.625,86.73,2.553,0.272,0.3328422669943515,0.3226327116922234,0.4560622244549514,0.36455099535397195
36,15/9-F-1 A,3434.6,8.5781,58.7215,2.4902,0.2836,-0.05286048235717089,-0.24245214653075614,0.41348417431740686,0.05682865263781174
5018,15/9-F-1 C,3321.6,8.5569,55.9727,2.6113,0.1579,0.2808059283936668,0.13363469805892772,0.48330195235816714,0.3230870162651462
2260,15/9-F-1 B,3245.9,8.6637,21.1421,2.2118,0.192,0.5215042017931993,0.4621733047067904,0.7904822059637905,0.6161708232354516
21778,15/9-F-11 B,4137.4,8.672,10.087,2.254,0.177,0.3174364965350991,0.3643633546157308,0.15685190107001115,0.23879856271391703
21968,15/9-F-11 B,4156.4,8.672,17.732,2.259,0.149,0.3960248966085932,0.3961993470957364,0.373279893277496,0.35372393758894904
12983,15/9-F-11 A,3628.0,8.727,44.05,2.477,0.155,0.29556709996247904,0.3904051564800809,0.345177616542704,0.311541958401195
3285,15/9-F-1 B,3348.4,8.6976,51.848,2.5482,0.12300000000000001,0.17785380852230023,0.15372342430168082,0.2510782644840018,0.21929629794333957
7144,15/9-F-1 C,3534.2,8.5568,31.0053,2.5023,0.1206,1.0351574682959501,0.9241603558137382,1.1543783195783044,1.095260037999186
3786,15/9-F-1 B,3398.5,8.6976,53.6376,2.4657,0.1739,0.09061070782840665,0.07885540297976734,0.11650812373734643,0.11079166077110618
11721,15/9-F-1 C,3991.9,8.5243,20.5088,2.324,0.1625,0.9319407166474085,0.836570947660499,0.9326310157483505,0.9478060947141311
21378,15/9-F-11 B,4097.4,8.672,55.271,2.4019999999999997,0.226,1.0674800239314826,0.8067225030761812,1.178861887156875,1.0287338793493352
6219,15/9-F-1 C,3441.7,8.6056,50.6383,2.3757,0.2317,-0.08502252755566903,-0.11548784080960604,-0.1042460579262721,-0.1216505777822245
16443,15/9-F-11 B,3603.9,8.625,53.355,2.329,0.2,0.7433529514095556,0.674585602302914,0.8044801891059927,0.7450747915820575
27462,15/9-F-11 B,4705.8,8.672,31.366999999999997,2.342,0.183,-0.04527520902093707,-0.04239271293990473,-0.06905096883247698,-0.07468790850035045
25175,15/9-F-11 B,4477.1,8.75,74.795,2.553,0.243,0.2792105126013951,0.2848817146554529,0.3919930722597128,0.28735377271474655
14125,15/9-F-11 B,3372.1,8.625,82.448,2.583,0.235,0.3362595520141933,0.3336487565147011,0.37143731740410085,0.330210784571528
7025,15/9-F-1 C,3522.3,8.5243,32.3554,2.1766,0.2188,0.9769686485363072,0.9216708718087355,1.0728856128498974,1.0393506559850108
26460,15/9-F-11 B,4605.6,8.625,25.566999999999997,2.339,0.17300000000000001,0.994361151908001,0.8178296336831604,1.2659963704950792,1.0845405320614845
22459,15/9-F-11 B,4205.5,8.672,25.145,2.164,0.196,1.3996910237053748,1.113508840532819,1.5422027824340283,1.449324093098727
1006,15/9-F-1 A,3531.6,8.6719,31.0005,2.6212,0.0835,0.31388830211386776,0.23608358489504624,0.6584216349864828,0.4253059276703187
3640,15/9-F-1 B,3383.9,8.7483,60.6543,2.4725,0.16899999999999998,0.25866122332560415,0.19365322490719905,0.22986094865499046,0.23849773530735868
3662,15/9-F-1 B,3386.1,8.7483,55.0843,2.535,0.1587,0.25333800532610634,0.2559475493989399,0.2836177863656437,0.2650301977230587
24630,15/9-F-11 B,4422.6,8.703,42.348,2.477,0.20600000000000002,0.2489536154957076,0.25115134317535465,0.44622640177816303,0.30941722577814
24429,15/9-F-11 B,4402.5,8.766,34.561,2.6260000000000003,0.161,0.1855421548543752,0.11193427633268159,0.8258802989361795,0.2844307338445195
10445,15/9-F-1 C,3864.3,8.5243,31.9784,2.2533,0.187,0.5457028740800914,0.5580121815655519,0.8349799030214554,0.6708764212501822
10719,15/9-F-1 C,3891.7,8.5569,37.4342,2.2971,0.1985,0.9817461432349174,0.2844532940108529,1.7240717851923122,0.7889033616524326
16784,15/9-F-11 B,3638.0,8.625,51.367,2.44,0.21100000000000002,0.5355472791766678,0.5694909543487832,0.627775375229303,0.5445640974960431
343,15/9-F-1 A,3465.3,8.6485,67.5994,2.4519,0.168,0.04312639796722559,-0.030444315779156465,0.169556882432185,0.08795878946073288
1635,15/9-F-1 A,3594.5,8.625,51.0085,2.491,0.1768,0.07375499812319208,0.11417714024444867,-0.1973630819171894,-0.049294465226138826
15477,15/9-F-11 B,3507.3,8.625,58.327,2.47,0.19,1.4623231130842342,1.745847476047013,1.1735358950099062,1.3065965667972754
8148,15/9-F-1 C,3634.6,8.5243,20.5139,2.2181,0.1772,1.209104653719928,0.7728495817743539,1.5751762943889058,1.2328309963110347
2476,15/9-F-1 B,3267.5,8.6637,10.0017,2.1627,0.1568,1.26942187292358,0.9879342652321587,1.6075418734263176,1.4014091576500656
21018,15/9-F-11 B,4061.4,8.703,70.408,2.563,0.196,0.7310243798156878,0.9288053708932842,0.682776646314434,0.7151673578484579
13555,15/9-F-11 A,3685.2,8.625,35.154,2.198,0.217,0.5983527098692839,0.6531159931655668,0.6704314093606055,0.6328620401002298
26439,15/9-F-11 B,4603.5,8.641,22.985,2.2880000000000003,0.18,0.6962689967455328,0.7286783668509138,0.5938396610812713,0.6457169393696038
21100,15/9-F-11 B,4069.6,8.625,23.949,2.127,0.20600000000000002,1.36218077659253,1.0546513504417416,1.6387387797893689,1.4578062290829772
16687,15/9-F-11 B,3628.3,8.625,50.125,2.512,0.163,0.9405663362887895,0.5892792212359672,1.862399747637491,1.0760211417835455
25363,15/9-F-11 B,4495.9,8.672,25.051,2.312,0.16399999999999998,1.2085488417706105,1.0676658819742486,1.2496874278053016,1.2156639956484476
4682,15/9-F-1 C,3288.0,8.7113,64.2536,2.447,0.1948,1.3080049125065243,0.2670308532927652,0.9991392444963955,1.0064874355391502
24708,15/9-F-11 B,4430.4,8.75,34.409,2.524,0.20800000000000002,0.27253777737523743,0.2929202996000062,0.31952244906545396,0.2842050677017942
8821,15/9-F-1 C,3701.9,8.5243,52.144,2.3032,0.2418,0.5814717739623977,0.7186345311048791,0.5424519473759766,0.5861482879084536
2617,15/9-F-1 B,3281.6,8.6637,32.4128,2.3132,0.1903,0.5388501064580463,0.5367099142286733,0.6351317452471764,0.6051972673883778
8495,15/9-F-1 C,3669.3,8.5243,44.2433,2.3223,0.2352,0.5010592622177514,0.4696011321138254,0.5049735103391467,0.4810267680761099
16232,15/9-F-11 B,3582.8,8.578,34.786,2.372,0.165,0.7977521286507108,0.6183618265361882,1.1935698003226165,0.9167170775988125
26156,15/9-F-11 B,4575.2,8.656,10.356,2.233,0.145,1.1363082672558131,0.8138476875579125,1.6989439458853433,1.3298654857580077
25778,15/9-F-11 B,4537.4,8.625,28.438000000000002,2.187,0.20600000000000002,1.3940837756782551,0.853211334503317,1.419988773430415,1.195816658272872
26520,15/9-F-11 B,4611.6,8.649,26.119,2.362,0.157,0.7885218872224729,0.8247114434647342,0.7779340488377794,0.7917608040129049
3028,15/9-F-1 B,3322.7,8.6637,41.8081,2.5157,0.1227,0.24313730465333674,0.2404743634678779,0.19187001544472224,0.2243258363194851
22477,15/9-F-11 B,4207.3,8.672,24.555999999999997,2.165,0.196,1.3999504743863114,1.1254487330602625,1.5691982833478133,1.4649662048909606
16179,15/9-F-11 B,3577.5,8.578,34.347,2.358,0.16899999999999998,0.812311676038295,0.6386888866901235,1.176901186391347,0.9233476564978256
10611,15/9-F-1 C,3880.9,8.557,33.8596,2.2687,0.2216,0.40524387986330435,0.4246203282706546,0.35743931631389914,0.3832946183637111
27085,15/9-F-11 B,4668.1,8.672,9.253,2.27,0.14300000000000002,0.3905818785504353,0.3639878297484914,0.4412236742426125,0.3789426986134374
266,15/9-F-1 A,3457.6,8.5781,17.1752,2.2884,0.2087,-0.6135010344493469,-0.5373025918982829,-0.603451962012868,-0.6046736069306491
10448,15/9-F-1 C,3864.6,8.5243,33.5335,2.2591,0.1951,0.526494354871193,0.5464686296997485,0.8803848005903029,0.6773970538315134
16810,15/9-F-11 B,3640.6,8.578,36.747,2.373,0.174,0.6742179455766999,0.5917322389518356,1.231749854398692,0.7895102040902543
786,15/9-F-1 A,3509.6,8.6719,44.4395,2.6134,0.1121,0.5199591807520685,0.5007029123846021,0.5246946375163921,0.5153836618244467
3243,15/9-F-1 B,3344.2,8.6637,49.6829,2.5589,0.1153,0.2062320243262998,0.15192117979990516,0.31266386615063096,0.24412861866946647
19634,15/9-F-11 B,3923.0,8.625,16.144000000000002,2.17,0.17300000000000001,1.6780446760720822,1.3024824506722958,1.7617549878842522,1.7150836706949273
10291,15/9-F-1 C,3848.9,8.5569,44.4101,2.2066,0.21899999999999997,0.508179448873524,0.6188113652912784,0.575603459860452,0.5468016823614276
22969,15/9-F-11 B,4256.5,8.672,36.463,2.6039999999999996,0.152,0.8796692056320535,0.7915503752106601,0.9129125511760969,0.8109713998222075
21756,15/9-F-11 B,4135.2,8.672,10.6,2.239,0.175,0.31952244906545396,0.3519894554356322,0.18440748541232016,0.25236751445989886
20836,15/9-F-11 B,4043.2,8.672,55.325,2.555,0.253,1.6480573633287416,1.2242999260798269,1.03650912853273,1.1978592317380876
22708,15/9-F-11 B,4230.4,8.672,23.846,2.198,0.204,1.3044905277734877,1.030275802889288,1.474944335465388,1.3533390953113047
7010,15/9-F-1 C,3520.8,8.5243,31.5885,2.19,0.2114,1.0097567489618597,0.9560963623586114,1.0918286889849678,1.0640197297711178
19642,15/9-F-11 B,3923.8,8.625,15.161,2.167,0.179,1.67950965984254,1.2825541428518024,1.7406074046980542,1.6896728389439468
11740,15/9-F-1 C,3993.8,8.5243,19.1601,2.3323,0.1606,0.931610406362962,0.8180674594362746,0.9363478344284311,0.943187730378209
7241,15/9-F-1 C,3543.9,8.5243,31.7511,2.3256,0.1304,0.6510840892430114,0.6804443000761523,0.6485941740789319,0.6554553925267945
12782,15/9-F-11 A,3607.9,8.625,46.562,2.221,0.205,0.2046625117482188,0.25115134317535465,0.24328614608344612,0.22089224921951925
7863,15/9-F-1 C,3606.1,8.5243,32.2839,2.2019,0.2161,0.5619953005654892,0.32905193335993,0.8213956043921276,0.5884397883055262
806,15/9-F-1 A,3511.6,8.6719,39.3466,2.6482,0.07,0.5939171079683356,0.5693387900429225,0.6953590760670122,0.6471579394578674
17160,15/9-F-11 B,3675.6,8.625,17.124000000000002,2.173,0.16399999999999998,1.721472607550043,1.2994637145284502,1.8822056726821839,1.7631058972069116
27095,15/9-F-11 B,4669.1,8.672,11.306,2.269,0.151,0.3854275148051306,0.37125262912493934,0.46254772880266415,0.38703370128236314
10155,15/9-F-1 C,3835.3,8.6383,40.1934,2.1942,0.2265,0.6293076400737488,0.6517624473801109,0.7067007173853075,0.6512489308045952
11145,15/9-F-1 C,3934.3,8.5569,22.4889,2.2013,0.1869,0.9231766407516098,0.6707559422151332,1.1512840249328007,0.9735388527732189
24629,15/9-F-11 B,4422.5,8.703,43.457,2.465,0.205,0.2681097298084783,0.255995726722402,0.40105572577184384,0.2938043599193367
23554,15/9-F-11 B,4315.0,8.641,25.371,2.249,0.157,1.468657430019694,0.9417598138146953,1.7882532412483139,1.424538637154054
7553,15/9-F-1 C,3575.1,8.5243,38.7238,2.1977,0.2414,0.9837119650190612,0.4518938449043605,1.1042992861388945,0.7862899165424196
22345,15/9-F-11 B,4194.1,8.672,24.563000000000002,2.1390000000000002,0.195,1.424816324279353,1.0943662983361344,1.637099289431483,1.5008400046177879
101,15/9-F-1 A,3441.1,8.6015,26.8018,2.4088,0.1787,0.6657685507193798,0.18878791263746944,1.151351460536374,0.7828594469279799
6668,15/9-F-1 C,3486.6,8.5243,35.485,2.1737,0.2152,0.6488087127293455,0.5328944513955514,0.814633759579442,0.7221812966649074
10120,15/9-F-1 C,3831.8,8.6872,33.6957,2.4635,0.1219,0.8973081250739485,0.7523173965052862,1.6324552674971053,1.1251330399168282
6983,15/9-F-1 C,3518.1,8.5243,32.7212,2.2028,0.2064,1.0914981301685418,1.0093956493468907,1.1560370240605042,1.1268811115207038
26862,15/9-F-11 B,4645.8,8.625,32.181,2.339,0.149,0.3577443251803756,0.39234515536120407,0.36567514045591765,0.3457656931144882
27797,15/9-F-11 B,4739.3,8.727,35.699,2.572,0.1,0.5564231213712854,0.5098742850047192,0.6766021695820184,0.5703093854358797
1752,15/9-F-1 A,3606.2,8.7031,67.4416,2.5918,0.0814,0.44363843116645435,0.3850160901359453,0.5090007907418583,0.4652489729271365
9593,15/9-F-1 C,3779.1,8.5569,35.7199,2.2875,0.1757,0.9805896143482936,0.9976571878565005,0.9619428831413872,0.972586958883829
10646,15/9-F-1 C,3884.4,8.5568,46.4958,2.2799,0.2098,0.24139704164964643,0.2708418115331857,0.33451406564056374,0.263233538439489
11900,15/9-F-1 C,4009.8,8.5569,73.2657,2.5953,0.2877,0.2056103099025213,0.14829409743474564,0.39539629400011556,0.2461537657861006
7267,15/9-F-1 C,3546.5,8.5243,23.8391,2.3829,0.1336,0.597409949435367,0.6413055159986573,0.7894044205111408,0.6991263222139739
3008,15/9-F-1 B,3320.7,8.6976,37.8208,2.5083,0.1123,0.31276955705229964,0.2420939838838832,0.31052338395152107,0.29123561084878785
25927,15/9-F-11 B,4552.3,8.703,68.468,2.612,0.183,0.9682493941079173,0.9703468762300933,0.7491176623563223,0.8339753712799062
9904,15/9-F-1 C,3810.2,8.5569,43.8776,2.3280000000000003,0.1822,0.841997302093227,0.8830194540121031,0.8154449162443501,0.8361911480631442
21005,15/9-F-11 B,4060.1,8.625,38.15,2.423,0.162,0.7383047930741049,0.8397921844453294,1.1477072337804095,0.8833774897483389
6714,15/9-F-1 C,3491.2,8.5243,22.7402,2.2446,0.1675,0.5149725425040593,0.4075778403309062,0.6417615619285135,0.5315555504833686
16112,15/9-F-11 B,3570.8,8.578,34.9,2.378,0.16699999999999998,0.9165065871151556,0.6481646809358421,1.442009159140952,1.0266966559781598
15837,15/9-F-11 B,3543.3,8.625,47.29600000000001,2.414,0.184,0.7272158209084926,0.5711262770843116,0.9300826333923712,0.7790189719148706
21446,15/9-F-11 B,4104.2,8.672,75.822,2.516,0.256,0.5843312243675308,0.7983052820219766,0.6353832040474985,0.6091673743020197
14103,15/9-F-11 B,3369.9,8.578,96.054,2.559,0.24100000000000002,0.3153404766272882,0.31638975107319545,0.3854275148051306,0.3255156633631482
13612,15/9-F-11 A,3690.9,8.625,28.802,2.319,0.18,0.6329631681672611,0.6132073521037599,0.7360776370039458,0.6791552412833538
10761,15/9-F-1 C,3895.9,8.5569,46.4698,2.2781,0.2554,0.07081335970271548,0.32992644079545164,-0.09826930827078127,0.04598760566096742
27001,15/9-F-11 B,4659.7,8.635,11.115,2.272,0.155,0.7580788222496125,0.7018269303971395,0.6250036010148634,0.6619072927660208
2624,15/9-F-1 B,3282.3,8.6134,44.501999999999995,2.4754,0.2117,0.43357783812956224,0.4431534218778309,0.37195402714013137,0.41825156009669323
4483,15/9-F-1 C,3268.1,8.5121,36.9606,2.4537,0.1871,-0.05041484867334812,-0.1248808345374318,0.17926446433902535,0.0269416279590294
11198,15/9-F-1 C,3939.6,8.5568,19.5537,2.2469,0.1707,1.1095650488086295,0.6143592854836724,1.4448392339341016,1.0968092449987137
22557,15/9-F-11 B,4215.3,8.625,25.845,2.167,0.201,1.407866583030776,1.0666985504229953,1.616654026317602,1.4766577600311621
11096,15/9-F-1 C,3929.4,8.5243,22.636999999999997,2.2016,0.2058,0.8559308436676452,0.7205066000913204,1.045858669388083,0.939738840281633
27121,15/9-F-11 B,4671.7,8.625,11.072000000000001,2.2840000000000003,0.14300000000000002,0.4457598364886311,0.46657107238635426,0.4622482153549974,0.43838410703471403
22029,15/9-F-11 B,4162.5,8.672,17.673,2.261,0.16399999999999998,0.37657695705651195,0.4192947217534606,0.3787611753163732,0.3550682063488507
27499,15/9-F-11 B,4709.5,8.672,28.119,2.374,0.139,-0.059981844992336796,-0.1343039400839294,-0.1804560644581313,-0.19517932127883766
23839,15/9-F-11 B,4343.5,8.625,31.984,2.449,0.147,0.9044991553978199,0.7601961540174894,1.391658328722475,0.9790929006383263
7991,15/9-F-1 C,3618.9,8.5243,9.0864,2.1689,0.1594,1.5800920647006318,1.1460566814376665,1.7614617361777591,1.6462007466118276
19507,15/9-F-11 B,3910.3,8.625,15.606,2.204,0.168,1.7411674412471956,1.4211430670716652,1.7488699541038328,1.709354775834396
6420,15/9-F-1 C,3461.8,8.5569,30.9432,2.6091,0.1163,0.5767903881385105,0.32151558146053266,0.8964214891886034,0.6584311708034912
11491,15/9-F-1 C,3968.9,8.5569,23.5057,2.4251,0.1527,1.1453300624438751,0.8550828249392991,1.3862706110962406,1.199936095598896
23555,15/9-F-11 B,4315.1,8.672,24.829,2.266,0.158,1.5198543655402283,0.9509487143994003,1.5917989457305404,1.3592471744896941
16171,15/9-F-11 B,3576.7,8.594,35.858000000000004,2.344,0.16399999999999998,0.7966437731501456,0.6433539619768629,1.1330916102547082,0.9062811557721531
1615,15/9-F-1 A,3592.5,8.7031,47.6487,2.4187,0.1604,-0.02154556663477137,0.00791839064559897,0.043519460245756314,0.011147360775797479
788,15/9-F-1 A,3509.8,8.6719,47.9727,2.5981,0.0981,0.48274499054840975,0.4911515004856976,0.5721743136130595,0.5282866449610597
14463,15/9-F-11 B,3405.9,8.578,36.007,2.46,0.245,0.41262852054437527,0.43216726944258826,0.4983105537896005,0.4451369687133042
13569,15/9-F-11 A,3686.6,8.625,36.67,2.272,0.195,0.6078837443569899,0.6045500325712613,0.6636067081245204,0.6225248624035683
1744,15/9-F-1 A,3605.4,8.6875,53.8734,2.5666,0.1086,0.37892454969758177,0.29850375446696154,0.4849543474209819,0.40930742395197767
2972,15/9-F-1 B,3317.1,8.6976,45.0875,2.5937,0.09699999999999999,0.4758890071780652,0.4091381611538638,0.5210988384536004,0.4969711391945531
16831,15/9-F-11 B,3642.7,8.625,37.128,2.3569999999999998,0.179,0.770188949014296,0.6418704464127791,1.102810890916915,0.8211203237768238
8407,15/9-F-1 C,3660.5,8.5243,49.908,2.2582,0.2116,0.7558672364042186,0.6396060034137891,1.030470183325297,0.8486385793266246
8218,15/9-F-1 C,3641.6,8.5243,37.8026,2.2222,0.2153,0.39095276099179455,0.42509383396544254,0.6601252193165589,0.4862745866273709
13834,15/9-F-11 A,3713.1,8.672,67.50399999999999,2.602,0.146,0.40500466505036936,0.3077099234048068,0.5512059437479063,0.4438885467773719
3923,15/9-F-1 B,3412.2,8.7483,55.3579,2.5058,0.1517,0.1256764103823331,0.09885130702800483,0.2028151409675805,0.15863384135862463
21836,15/9-F-11 B,4143.2,8.656,13.062000000000001,2.281,0.185,0.37602918172818023,0.36772854608697647,0.66162340922923,0.4418521757732918
13150,15/9-F-11 A,3644.7,8.672,44.648999999999994,2.259,0.223,0.25959387888594865,0.32735893438633035,0.32014628611105395,0.2610248339923974
5993,15/9-F-1 C,3419.1,8.557,72.9006,2.5641,0.2391,0.2460551969064439,0.12613140726198435,0.29041306212293294,0.24575935596727688
26107,15/9-F-11 B,4570.3,8.703,70.98100000000001,2.5069999999999997,0.233,0.30556631351530394,0.42143939022004967,0.2764618041732441,0.2727695865517595
824,15/9-F-1 A,3513.4,8.6719,40.4564,2.6371,0.0971,0.5005520609281401,0.5102231913835102,0.5672264015526115,0.5407422963305432
916,15/9-F-1 A,3522.6,8.6719,36.1992,2.562,0.1277,0.4086469256557653,0.3433101031623414,0.35671406058339455,0.38261131289349
10598,15/9-F-1 C,3879.6,8.5569,38.1917,2.3068,0.2111,0.4959742565973478,0.4417736628051844,0.42579497972669356,0.4442478357960752
6493,15/9-F-1 C,3469.1,8.6057,74.4793,2.5808,0.1572,0.15648857605001726,0.3739596698754669,0.1449787380200308,0.24509297610128128
25304,15/9-F-11 B,4490.0,8.651,23.92,2.271,0.163,1.2985911112975694,1.0454403398147742,1.4407989209437124,1.3580491199867473
690,15/9-F-1 A,3500.0,8.7032,58.4092,2.5548,0.1056,0.48459875888202836,0.43282503627961816,0.5188428262865649,0.48424287895823237
50,15/9-F-1 A,3436.0,8.5781,24.6456,2.3096,0.1991,-0.3088300658683961,-0.22504531091986146,-0.3797598101541686,-0.3000755972575233
19819,15/9-F-11 B,3941.5,8.781,56.568999999999996,2.435,0.262,0.42716140292596555,0.3716219271760213,0.6376898191184012,0.4192947217534606
13783,15/9-F-11 A,3708.0,8.703,42.347,2.505,0.11900000000000001,0.26576091671761054,0.25575478664304413,0.5237464668115644,0.38021124171160603
3608,15/9-F-1 B,3380.7,8.6976,48.3332,2.4667,0.1601,0.15600366939039817,0.15329644935530526,0.18689985656788766,0.1808424146466823
8716,15/9-F-1 C,3691.4,8.5243,45.7066,2.3217,0.2406,0.2640618707178795,0.4187651749944777,0.20787662159197232,0.23934953900613687
15916,15/9-F-11 B,3551.2,8.625,58.476000000000006,2.355,0.196,0.7338390006971494,0.7052648623174043,0.8024316264307235,0.7745169657285496
6497,15/9-F-1 C,3469.5,8.6057,74.3602,2.5715,0.1596,0.37903343181796734,0.38271927473078027,0.4840007139271983,0.40715286967063535
11210,15/9-F-1 C,3940.8,8.5569,18.2287,2.2271,0.1754,1.0831118657228431,0.632528150305392,1.3948822594154624,1.087561376308394
13882,15/9-F-11 A,3717.9,8.703,81.979,2.539,0.242,0.22271647114758325,0.2161659022859931,0.25695815256093185,0.2314695904306813
27326,15/9-F-11 B,4692.2,8.672,37.156,2.302,0.203,0.007320952922744651,0.017867718963505686,0.027349607774756507,0.009875633712160119
22318,15/9-F-11 B,4191.4,8.672,23.554000000000002,2.145,0.19699999999999998,1.3651883681270993,1.071550639366932,1.5896815734534462,1.4382574721068877
8346,15/9-F-1 C,3654.4,8.5243,36.8679,2.2755,0.2219,0.5288138965176994,0.5635997288815311,0.9931010109990908,0.6988483848535636
4647,15/9-F-1 C,3284.5,8.5568,71.8961,2.3499,0.24600000000000002,0.10329047155774951,0.0410767197154752,0.015317833069116694,0.04743064015554219
23909,15/9-F-11 B,4350.5,8.672,33.291,2.305,0.19,1.2395747370832093,1.1401307783711343,1.1195527976671171,1.1349417107353597
15026,15/9-F-11 B,3462.2,8.703,39.811,2.555,0.29,0.26410915630580833,0.22401481137286405,0.3089910290001641,0.2494429614425822
13915,15/9-F-11 A,3721.2,8.75,75.747,2.457,0.218,0.037426497940623665,0.07918124604762482,0.04649516433470831,0.06483221973857385
11307,15/9-F-1 C,3950.5,8.5569,23.9881,2.283,0.1818,0.9467223868334878,0.8090476860843707,1.015741062850367,0.9788011463463593
24449,15/9-F-11 B,4404.5,8.703,36.56,2.636,0.187,0.09061070782840665,0.09829753649469763,0.5006480633719119,0.2027606873931999
16336,15/9-F-11 B,3593.2,8.578,43.615,2.199,0.223,0.8229521752596713,0.693023067923694,0.9918460536448966,0.8786366730265168
8086,15/9-F-1 C,3628.4,8.5243,14.0951,2.2334,0.1811,0.4390641378610497,0.43582844580694713,0.374308331299816,0.37441837677915896
3645,15/9-F-1 B,3384.4,8.7231,60.0271,2.4977,0.1521,0.2876226024861922,0.24583333509732605,0.33006863595438807,0.30573819220831744
26418,15/9-F-11 B,4601.4,8.635,22.837,2.326,0.172,0.6526330680831101,0.6220066730068047,0.8377146682849114,0.7151673578484579
3714,15/9-F-1 B,3391.3,8.6976,62.2689,2.5364,0.1513,0.23355449271452347,0.20346805186264613,0.33591903099071246,0.2804190087761997
12960,15/9-F-11 A,3625.7,8.625,16.688,2.187,0.19,0.9656249671092427,0.8036619232362242,1.572709001638405,1.2782504422993664
398,15/9-F-1 A,3470.8,8.6719,41.39,2.6073,0.1711,0.24588264751726133,0.12050812402610382,0.3357987833253656,0.28352736486169366
4468,15/9-F-1 C,3266.6,8.5242,16.0377,2.2443,0.2015,-0.2449640662322285,-0.2216316566441262,-0.324221658325915,-0.26169520692589515
13711,15/9-F-11 A,3700.8,8.672,46.031000000000006,2.224,0.24,0.05076631123304232,0.12580645813952682,0.10414555055400815,0.09447112864164472
20667,15/9-F-11 B,4026.3,8.672,25.462,2.2640000000000002,0.203,1.5112548497719407,1.4265600557561668,1.8052085115405707,1.618236424563806
9706,15/9-F-1 C,3790.4,8.5243,36.8262,2.242,0.1914,0.8791589824359142,0.9103255245378953,0.9153840040191635,0.897181573574155
14737,15/9-F-11 B,3433.3,8.672,93.241,2.555,0.302,0.24079877111733117,0.2319790268315042,0.2739267801005256,0.2337573629655105
5987,15/9-F-1 C,3418.5,8.5,50.7363,2.4419999999999997,0.1771,0.14826322963687896,0.04590946703500939,0.40442316563750974,0.2112540676178724
10885,15/9-F-1 C,3908.3,8.5814,29.0049,2.5415,0.1306,0.4160910519425527,0.44844349996247534,0.44673904533393394,0.40286295796856336
3345,15/9-F-1 B,3354.4,8.6975,51.7229,2.4945,0.1384,0.11025291735340308,0.11597642945481758,0.11793383503964142,0.12801133257597486
514,15/9-F-1 A,3482.4,8.5781,68.3692,2.2823,0.2355,-0.35912122129838175,-0.2964507017617695,-0.38038499425719363,-0.36632959394855624
1711,15/9-F-1 A,3602.1,8.672,56.1153,2.4105,0.1662,-0.002963289117473315,0.08771044886062995,-0.07381195089279399,0.0009543984064578865
27258,15/9-F-11 B,4685.4,8.76,32.47,2.6180000000000003,0.102,0.5277587525209719,0.42894429003557444,0.5877109650189114,0.514414920580369
26270,15/9-F-11 B,4586.6,8.672,10.632,2.419,0.081,0.6594408770060098,0.6782451519270419,0.3461573022320083,0.5161385767170744
25868,15/9-F-11 B,4546.4,8.625,43.273,2.4090000000000003,0.17600000000000002,0.6960067152185455,0.77662855342015,0.5179872030250782,0.5996647787884168
