,wellName,MD,CALI,GR,RHOB,NPHI,RACEHM_l10,RACELM_l10,RPCEHM_l10,RPCELM_l10
24531,15/9-F-11 B,4412.7,8.703,42.285,2.423,0.207,0.17695898058690818,0.1758016328482795,0.037426497940623665,0.11193427633268159
5665,15/9-F-1 C,3386.3,8.6056,51.7229,2.5177,0.1673,0.16295252934572602,0.0800128471079278,0.44059426183983097,0.23154604399692102
11532,15/9-F-1 C,3973.0,8.5569,18.6174,2.4667,0.1576,1.043264010234331,0.8438243115889487,1.1646591335939085,1.0536545582907473
959,15/9-F-1 A,3526.9,8.6719,57.6452,2.5788,0.1165,0.39764458796991725,0.2554895980755363,0.7086503101982782,0.4980071310390998
17070,15/9-F-11 B,3666.6,8.578,17.241,2.242,0.183,1.495363922177572,0.9826781481868452,1.4853948732490123,1.3316701905326132
18982,15/9-F-11 B,3857.8,8.812999999999999,37.537,2.576,0.23199999999999998,0.2938043599193367,0.36040405472993886,0.22010808804005508,0.27508089845685857
2634,15/9-F-1 B,3283.3,8.6637,52.0361,2.3280000000000003,0.1955,0.24214372270108275,0.30230927836998506,0.14035088925253014,0.23899899861543403
23144,15/9-F-11 B,4274.0,8.656,23.037,2.161,0.191,1.5594517535656185,1.014394516273535,1.8413907585555782,1.5512425606259603
2136,15/9-F-1 B,3233.5,8.6637,101.3326,2.5101,0.2599,0.10438467128788351,0.1168069159623439,0.0697790608815141,0.09380677561517467
8315,15/9-F-1 C,3651.3,8.5243,31.4156,2.2499,0.1884,0.6607137329003326,0.5988561382493095,0.9402972902090201,0.7813028984899238
8701,15/9-F-1 C,3689.9,8.5243,48.0295,2.3024,0.2208,0.3475251599986895,0.4506801087620963,0.27163253748712274,0.30393006427536856
6952,15/9-F-1 C,3515.0,8.5243,30.6726,2.234,0.2039,1.1041899686464713,1.0159713611777086,1.165416466167819,1.1406839877911907
3793,15/9-F-1 B,3399.2,8.7479,57.9077,2.4569,0.1961,0.10680262759965033,0.09092785258160772,0.11823164832702736,0.12021186825707371
10986,15/9-F-1 C,3918.4,8.5569,20.0266,2.3227,0.1631,0.9448181337472535,0.7748890586959664,1.0832983243818743,1.0031458993450075
8095,15/9-F-1 C,3629.3,8.5243,13.1148,2.2477,0.185,0.07452388793495186,0.36381873756417765,-0.1252863112422209,0.01527590668187525
21970,15/9-F-11 B,4156.6,8.625,16.417,2.258,0.155,0.3963737275365065,0.3951515915045426,0.3643633546157308,0.3504418565350612
21139,15/9-F-11 B,4073.5,8.625,29.483,2.158,0.20800000000000002,1.3807176232753178,1.0721027788851758,1.591187083070457,1.439616866317564
4987,15/9-F-1 C,3318.5,8.5569,59.3378,2.5721,0.1743,0.21903410614480412,0.04237859813987616,0.38315085389617465,0.24509297610128128
15379,15/9-F-11 B,3497.5,8.578,19.812,2.146,0.19399999999999998,1.5809021774666372,1.534673255774195,1.7002795971800064,1.675585890091578
25819,15/9-F-11 B,4541.5,8.625,23.521,2.174,0.19899999999999998,1.0465731976620054,0.8633228601204559,1.2758639507125213,1.1244390105565258
8657,15/9-F-1 C,3685.5,8.5406,45.1887,2.2338,0.2302,0.318313817223999,0.3818728544985428,0.3504030958155118,0.3037143086537106
1773,15/9-F-1 A,3608.3,8.6719,59.4737,2.6572,0.1375,0.5061666650469662,0.47931612444154853,0.5224703164757222,0.5076265252421417
7185,15/9-F-1 C,3538.3,8.5243,36.6634,2.5539,0.1122,0.9382094039900815,0.7994783988379809,1.149212952406273,1.0185215857389074
16255,15/9-F-11 B,3585.1,8.578,38.6,2.385,0.16,0.6743098889414773,0.5796692935547203,1.036069700697702,0.782114147479071
27795,15/9-F-11 B,4739.1,8.703,38.29,2.576,0.09699999999999999,0.5304558435846762,0.5312233745330268,0.6232492903979004,0.5512059437479063
13097,15/9-F-11 A,3639.4,8.625,35.534,2.31,0.225,0.3521825181113625,0.367355921026019,0.5507174234692827,0.4173055832445255
1042,15/9-F-1 A,3535.2,8.5782,25.5891,2.4608,0.1671,0.06415837246311817,0.1027080546998743,-0.0335297362707156,0.02575631453441398
25454,15/9-F-11 B,4505.0,8.672,25.669,2.283,0.17300000000000001,1.2016701796465816,1.1203435624380247,1.2145259552811047,1.2140486794119414
20758,15/9-F-11 B,4035.4,8.656,26.487,2.135,0.205,1.1945698392286426,1.1712289967250513,1.5440680443502757,1.3214741510305559
21349,15/9-F-11 B,4094.5,8.672,43.092,2.305,0.196,0.9721565358594936,0.9153470095480941,1.0322560258904532,0.983175072037813
9766,15/9-F-1 C,3796.4,8.5244,34.4915,2.2511,0.1929,0.9288616495192877,0.9015563943954911,0.9664045774101478,0.9426230746613334
9606,15/9-F-1 C,3780.4,8.5244,34.8345,2.2601,0.1881,0.9229018380903451,0.950452483434859,0.8857342815749655,0.9046939111417414
7547,15/9-F-1 C,3574.5,8.5243,38.5206,2.2347,0.2306,1.3092276198587347,0.47934493049614096,1.0537313158876074,0.887561040930009
12059,15/9-F-1 C,4025.7,8.6057,65.9766,2.5244,0.2685,0.24034952674221935,0.24548799129027016,0.34504028401955644,0.26955964003882077
6222,15/9-F-1 C,3442.0,8.6383,52.6911,2.3804,0.2323,-0.068389593637038,-0.11952940719622164,0.045049012988961044,-0.0663102910421053
11028,15/9-F-1 C,3922.6,8.5243,19.6523,2.1907,0.1824,0.8333065152846989,0.7336946928433866,1.0914664677181978,0.9443790213263401
27100,15/9-F-11 B,4669.6,8.672,9.439,2.266,0.15,0.39164070349238783,0.37748838337613266,0.4598446423882078,0.38774565960886365
5392,15/9-F-1 C,3359.0,8.5243,51.6879,2.3041,0.2121,0.24167097378412963,0.15020362876280788,0.37436335752502786,0.2668194549091256
10743,15/9-F-1 C,3894.1,8.5569,44.8295,2.2615,0.2314,0.21958452621425478,0.287801729930226,0.2648886261206196,0.20771513380556658
13405,15/9-F-11 A,3670.2,8.648,36.626,2.248,0.21,0.5520595341878843,0.5717088318086876,0.5820633629117087,0.5510838651857803
15926,15/9-F-11 B,3552.2,8.578,60.873999999999995,2.366,0.19899999999999998,0.6678263789507112,0.6700602174731343,0.8614149186359967,0.7749546890801385
12843,15/9-F-11 A,3614.0,8.625,8.759,2.2359999999999998,0.16699999999999998,1.391887391645515,1.0637085593914173,1.5084085035966606,1.451632947456991
9735,15/9-F-1 C,3793.3,8.5568,34.0751,2.2629,0.1816,0.9904720535256194,0.9590843423987305,1.0546743263518403,1.014453331317074
23274,15/9-F-11 B,4287.0,8.641,32.482,2.285,0.17600000000000002,1.254572244187353,0.9556877984081301,1.8783551690962785,1.3664603142843506
27575,15/9-F-11 B,4717.1,8.672,16.096,2.241,0.198,-0.4534573365218689,-0.4559319556497244,-0.46470587995722956,-0.4788619162959637
16665,15/9-F-11 B,3626.1,8.625,52.71,2.465,0.20600000000000002,0.8345477941132505,0.595606434865603,1.2595460990870222,0.8987800132898256
15999,15/9-F-11 B,3559.5,8.703,53.341,2.616,0.244,0.5866998016240491,0.608526033577194,0.5600262489128923,0.5699588180965941
26922,15/9-F-11 B,4651.8,8.648,10.315,2.2640000000000002,0.16899999999999998,0.32756326018727794,0.33102217104182874,0.3326404103874625,0.30168094929357625
16875,15/9-F-11 B,3647.1,8.625,38.738,2.358,0.18600000000000003,0.9216344610537054,0.6698745024898025,1.5038179106978222,0.9985644582609416
2785,15/9-F-1 B,3298.4,8.6134,42.8059,2.3474,0.1679,0.5820747317283977,0.6238692683503023,0.5796692935547203,0.589670402034894
27052,15/9-F-11 B,4664.8,8.672,10.823,2.2569999999999997,0.155,0.523486332343228,0.5094713521025486,0.48244479191826517,0.4699692094999595
1684,15/9-F-1 A,3599.4,8.7029,41.8827,2.5755,0.1222,0.19893186993220904,0.14123021889658052,0.30111684587563015,0.22911845532895206
25718,15/9-F-11 B,4531.4,8.641,30.252,2.178,0.215,1.192901826109565,1.0187836888746968,1.2979136358078662,1.1758885409928985
2735,15/9-F-1 B,3293.4,8.6132,12.210999999999999,2.1774,0.1452,1.1388677029320902,1.0591239789155642,1.5080770088490123,1.341885402713267
16321,15/9-F-11 B,3591.7,8.578,44.371,2.194,0.22,0.8400433933718782,0.6779716616490002,1.0094508957986938,0.8833774897483389
19649,15/9-F-11 B,3924.5,8.625,15.923,2.1790000000000003,0.166,1.6719037681013553,1.2412724699016957,1.7320638924730656,1.686600523389447
6048,15/9-F-1 C,3424.6,8.6383,60.6509,2.4257,0.2142,0.15004994516238493,0.10886932911623176,0.3210181552552664,0.1910316088486178
4841,15/9-F-1 C,3303.9,8.5651,65.2952,2.4378,0.2237,-0.002133273760855249,-0.005814871797682864,0.18706927123042344,0.04606573023068766
8497,15/9-F-1 C,3669.5,8.5243,44.4689,2.293,0.2342,0.49584948522601635,0.4580936960466043,0.5045795924147224,0.4665859045948871
9576,15/9-F-1 C,3777.4,8.5243,30.3427,2.2456,0.1856,1.0011060413247375,1.0267293268938378,1.1678783052980546,1.11326800066423
4239,15/9-F-1 C,3243.7,8.5243,10.9016,2.2653,0.2258,-0.16678911971739124,-0.14218522202899345,-0.3782007759973323,-0.2408611837188335
24659,15/9-F-11 B,4425.5,8.703,35.926,2.468,0.21899999999999997,0.3283796034387377,0.311541958401195,0.3861421089308185,0.3400473176613932
21324,15/9-F-11 B,4092.0,8.672,19.834,2.209,0.17800000000000002,1.0055236926732798,0.9017851453035993,1.4642808451766118,1.1835545336188618
12883,15/9-F-11 A,3618.0,8.625,11.27,2.164,0.17600000000000002,1.2942457161381182,0.9340437190355254,1.820917028483015,1.4481805208740517
26059,15/9-F-11 B,4565.5,8.625,25.517,2.205,0.204,0.9067658895407278,0.7836177651907488,1.0537313158876074,0.9602804644366421
11211,15/9-F-1 C,3940.9,8.5569,18.2964,2.2282,0.1798,1.0787902050190419,0.6341647881887967,1.3802311464192139,1.0944816102806094
21855,15/9-F-11 B,4145.1,8.672,14.860999999999999,2.407,0.198,0.3475251599986895,0.4312028845565166,0.6039018317316713,0.46627432178929207
22118,15/9-F-11 B,4171.4,8.672,20.125999999999998,2.2880000000000003,0.16699999999999998,0.39776625612645006,0.42143939022004967,0.34202768808747175,0.3667963832867299
21211,15/9-F-11 B,4080.7,8.734,62.94,2.435,0.20199999999999999,0.7493496832520589,1.037506177691678,0.6605809124272995,0.7512020945883531
26316,15/9-F-11 B,4591.2,8.672,8.906,2.43,0.096,0.7440580875852495,0.7751733854247868,0.7646990637983678,0.7464006444915611
6232,15/9-F-1 C,3443.0,8.6383,43.0479,2.427,0.1713,-0.05913502403327836,-0.10568393731556154,0.15375390645518713,-0.011574829993696755
6832,15/9-F-1 C,3503.0,8.5243,28.1594,2.3049,0.1688,0.15905560351348738,0.2201604095245956,0.07794899850602767,0.10462366043532574
7451,15/9-F-1 C,3564.9,8.6056,42.6361,2.5104,0.1124,0.9364383375855876,0.7696948063096157,1.2473348506574562,1.053700614476789
7763,15/9-F-1 C,3596.1,8.557,47.4118,2.5638,0.1319,0.36042299432924857,0.3316904255696304,1.068230402485845,0.5257313568507057
10963,15/9-F-1 C,3916.1,8.6058,30.3381,2.5835,0.1097,0.6660403684877022,0.626832904407594,0.5849302279507308,0.603068553998082
6909,15/9-F-1 C,3510.7,8.5243,32.9047,2.3206,0.1658,0.985650973690949,0.9110883292480328,1.0976632945692615,1.0450685877070094
10757,15/9-F-1 C,3895.5,8.5569,48.2171,2.2905,0.2517,0.07798529102950204,0.30511480803539526,-0.06600683616875765,0.05380805992065794
10129,15/9-F-1 C,3832.7,8.6383,39.0065,2.2275,0.2074,0.8368366098919104,0.758896759922427,1.0545326222051616,0.9199405918563072
24297,15/9-F-11 B,4389.3,8.703,63.596000000000004,2.54,0.218,0.1439511164239635,0.17055505852120845,0.15926633109349422,0.15075643986030904
6140,15/9-F-1 C,3433.8,8.557,61.3383,2.4253,0.2125,-0.07763790321520996,-0.039576792922170444,0.11370943844950472,-0.024062957516889354
4591,15/9-F-1 C,3278.9,8.5569,70.102,2.5491,0.2087,0.2599759281579176,0.19736327300671938,0.45095695477757164,0.3107570183526043
22456,15/9-F-11 B,4205.2,8.625,28.063000000000002,2.164,0.20800000000000002,1.4032063416448064,1.1196846918240502,1.551230355342972,1.4535476603807491
7854,15/9-F-1 C,3605.2,8.5243,31.37,2.1839,0.2241,0.5374664810803114,0.3541852986258607,0.7302006744579548,0.5709280303348371
12933,15/9-F-11 A,3623.0,8.625,14.665,2.2119999999999997,0.166,1.068853493671498,0.9044449869592139,1.2487332298048048,1.1598377910711073
21516,15/9-F-11 B,4111.2,8.672,20.302,2.215,0.19,1.0952391120104776,0.693726948923647,1.9013765769753979,1.222534393381713
9699,15/9-F-1 C,3789.7,8.5568,37.1147,2.2401,0.2005,0.8376957361162951,0.8766334555244333,0.8920333517136955,0.8632395627800906
27324,15/9-F-11 B,4692.0,8.693,39.577,2.3369999999999997,0.19899999999999998,0.04688519083771014,0.04296907339318013,0.03622954408629453,0.029383777685209667
10414,15/9-F-1 C,3861.2,8.5569,35.9961,2.3117,0.2038,0.4951278812429332,0.5534582293804492,0.9272728154989233,0.7052391788565077
11943,15/9-F-1 C,4014.1,8.6057,80.0797,2.4662,0.2599,0.25956998964355954,0.2210228052048413,0.40114195519373,0.28686048552237337
9582,15/9-F-1 C,3778.0,8.5243,31.1803,2.2524,0.1754,0.9853591015645373,1.0187004986662433,1.1245400885133618,1.0783625535957653
20503,15/9-F-11 B,4009.9,8.672,18.459,2.4819999999999998,0.099,1.7636974720325527,1.6365179849980136,1.6925561177221804,1.6670231155984259
13416,15/9-F-11 A,3671.3,8.625,34.828,2.21,0.205,0.5981336458132377,0.5958267770732232,0.7201593034059569,0.6422666189026736
11561,15/9-F-1 C,3975.9,8.5243,14.5942,2.2588,0.1698,1.0106899679142425,0.8114141262681226,1.2740885414227099,1.0991486671778645
14201,15/9-F-11 B,3379.7,8.578,90.214,2.5610000000000004,0.261,0.30168094929357625,0.3106933123433606,0.4095950193968157,0.3209766773428235
11555,15/9-F-1 C,3975.3,8.5569,16.0877,2.2489,0.1636,1.0178718868368066,0.8179287821024527,1.2513583327132414,1.0960335916026298
13732,15/9-F-11 A,3702.9,8.75,48.67,2.559,0.10800000000000001,0.339650157613684,0.2743887955503789,0.6050894618815804,0.41614103116832885
10980,15/9-F-1 C,3917.8,8.5569,20.561999999999998,2.4072,0.1452,0.8938948587436015,0.7384396461979653,1.082296963147431,0.9646838149760406
2681,15/9-F-1 B,3288.0,8.6635,52.4983,2.2961,0.2325,0.25207594379980097,0.31991764989524263,0.06494442603861753,0.18819701655875556
3318,15/9-F-1 B,3351.7,8.6637,54.2652,2.4736,0.1539,0.16456102926555677,0.140036410975282,0.11511103550434774,0.15627649600301627
8427,15/9-F-1 C,3662.5,8.5243,43.7988,2.2438,0.2172,0.690125169018167,0.6159921120391663,0.9705607159330698,0.7904470264608184
15976,15/9-F-11 B,3557.2,8.625,61.556999999999995,2.399,0.209,0.5422027824340282,0.5923988461155638,0.5845573605256749,0.5755342183198643
13991,15/9-F-11 B,3358.7,8.578,91.86,2.552,0.244,0.29314148345093083,0.2929202996000062,0.31618009889345255,0.2748503200166648
8635,15/9-F-1 C,3683.3,8.5243,45.1561,2.2339,0.2321,0.34111783913386196,0.379087862643168,0.42910600833269663,0.34719336184793703
21354,15/9-F-11 B,4095.0,8.648,42.75,2.329,0.193,0.9949766736496911,0.9185021396361738,1.0501476580203035,1.0031588339508621
